game_id,away,home,away_rank,home_rank,away_score,home_score,date
400995635,UConn,SMU,1,NA,80,36,2018-02-24
400994026,Baylor,TCU,3,NA,85,53,2018-02-24
400994050,Texas,Iowa State,6,NA,72,59,2018-02-24
400994527,Utah,UCLA,NA,10,71,78,2018-02-24
400995634,Cincinnati,South Florida,NA,18,65,84,2018-02-24
400998732,Tennessee State,Belmont,NA,23,42,84,2018-02-24
400994112,Oklahoma State,West Virginia,25,NA,79,69,2018-02-24
400993616,Indiana,Iowa,NA,NA,62,75,2018-02-24
400996298,Rhode Island,UMass,NA,NA,50,87,2018-02-24
400998510,UNC Asheville,Longwood,NA,NA,54,67,2018-02-24
400998092,Incarnate Word,Texas A&M-CC,NA,NA,59,75,2018-02-24
400997855,Ohio,Buffalo,NA,NA,53,70,2018-02-24
400995990,Robert Morris,Bryant,NA,NA,67,61,2018-02-24
400996006,St. Francis (PA),Central Connecticut,NA,NA,85,75,2018-02-24
400996063,Mt. St. Mary's,Wagner,NA,NA,68,69,2018-02-24
400996096,St. Francis (BKN),Sacred Heart,NA,NA,60,66,2018-02-24
400995630,Temple,East Carolina,NA,NA,65,64,2018-02-24
400995631,UCF,Houston,NA,NA,64,59,2018-02-24
400993436,Florida Gulf Coast,Stetson,NA,NA,74,60,2018-02-24
400993437,NJIT,South Carolina Upstate,NA,NA,67,74,2018-02-24
400994130,Texas Tech,Oklahoma,NA,NA,61,79,2018-02-24
400996426,Colgate,Holy Cross,NA,NA,52,61,2018-02-24
400996427,Army,Boston University,NA,NA,48,47,2018-02-24
400996428,Lehigh,Lafayette,NA,NA,72,62,2018-02-24
400996429,American,Bucknell,NA,NA,52,57,2018-02-24
400996561,New Mexico State,UMKC,NA,NA,76,67,2018-02-24
400997851,Toledo,Ball State,NA,NA,73,78,2018-02-24
400997852,Bowling Green,Miami (OH),NA,NA,64,92,2018-02-24
400997853,Central Michigan,Western Michigan,NA,NA,78,62,2018-02-24
400997854,Akron,Kent State,NA,NA,55,60,2018-02-24
400993438,North Florida,Jacksonville,NA,NA,43,64,2018-02-24
400993688,Michigan State,Purdue,NA,NA,82,68,2018-02-24
400995632,Tulsa,Memphis,NA,NA,56,65,2018-02-24
400996027,LIU Brooklyn,Fairleigh Dickinson,NA,NA,62,53,2018-02-24
400996299,La Salle,George Mason,NA,NA,55,65,2018-02-24
400996300,VCU,Davidson,NA,NA,63,69,2018-02-24
400996301,Duquesne,St. Bonaventure,NA,NA,76,73,2018-02-24
400996302,Richmond,George Washington,NA,NA,49,36,2018-02-24
400996303,Saint Joseph's,Fordham,NA,NA,52,50,2018-02-24
400997931,Winthrop,Campbell,NA,NA,45,57,2018-02-24
400998093,Houston Baptist,McNeese,NA,NA,67,61,2018-02-24
400998179,Wofford,Furman,NA,NA,57,63,2018-02-24
400998180,East Tennessee State,Mercer,NA,NA,48,63,2018-02-24
400998314,High Point,Gardner-Webb,NA,NA,47,54,2018-02-24
400998520,Radford,Presbyterian,NA,NA,64,40,2018-02-24
400998730,SIU-Edwardsville,Eastern Illinois,NA,NA,72,76,2018-02-24
400998979,Savannah State,Bethune-Cookman,NA,NA,54,75,2018-02-24
400999007,Delaware State,Howard,NA,NA,70,78,2018-02-24
400999051,Norfolk State,Maryland-Eastern Shore,NA,NA,63,53,2018-02-24
400999076,North Carolina Central,South Carolina State,NA,NA,81,63,2018-02-24
400997850,Northern Illinois,Eastern Michigan,NA,NA,84,75,2018-02-24
400998731,UT Martin,Southeast Missouri State,NA,NA,69,68,2018-02-24
400998559,Chattanooga,Samford,NA,NA,71,65,2018-02-24
400998192,Liberty,Charleston Southern,NA,NA,95,57,2018-02-24
400998297,Omaha,North Dakota State,NA,NA,59,57,2018-02-24
400998298,South Dakota State,Purdue Fort Wayne,NA,NA,77,55,2018-02-24
400998299,Western Illinois,Denver,NA,NA,77,61,2018-02-24
400998096,Central Arkansas,Abilene Christian,NA,NA,73,61,2018-02-24
400996304,Dayton,Saint Louis,NA,NA,72,85,2018-02-24
400995633,Tulane,Wichita State,NA,NA,70,81,2018-02-24
400997517,Louisiana Tech,UAB,NA,NA,70,60,2018-02-24
400996946,Georgia State,UT Arlington,NA,NA,57,62,2018-02-24
400996970,Georgia Southern,Texas State,NA,NA,51,60,2018-02-24
400997058,UL Monroe,Troy,NA,NA,62,94,2018-02-24
400996562,UT Rio Grande Valley,Chicago State,NA,NA,69,62,2018-02-24
400996430,Navy,Loyola (MD),NA,NA,40,58,2018-02-24
400996867,Montana State,Montana,NA,NA,63,87,2018-02-24
400996868,North Dakota,Northern Colorado,NA,NA,45,51,2018-02-24
400997071,Appalachian State,Little Rock,NA,NA,35,61,2018-02-24
400997326,San José State,San Diego State,NA,NA,78,85,2018-02-24
400997327,Fresno State,Wyoming,NA,NA,57,74,2018-02-24
400997328,Nevada,Colorado State,NA,NA,64,75,2018-02-24
400997329,Air Force,Utah State,NA,NA,55,57,2018-02-24
400996996,Coastal Carolina,Arkansas State,NA,NA,73,65,2018-02-24
400996871,Northern Arizona,Portland State,NA,NA,59,68,2018-02-24
400995697,Cornell,Brown,NA,NA,59,85,2018-02-24
400994526,Colorado,USC,NA,NA,53,65,2018-02-24
400994073,Kansas,Kansas State,NA,NA,67,91,2018-02-24
400998181,Western Carolina,UNC Greensboro,NA,NA,54,57,2018-02-24
400999019,North Carolina A&T,Florida A&M,NA,NA,73,52,2018-02-24
400999028,Morgan State,Hampton,NA,NA,60,63,2018-02-24
400998890,Alabama State,Prairie View A&M,NA,NA,63,69,2018-02-24
400998908,Southern,Alcorn State,NA,NA,75,55,2018-02-24
400998922,Arkansas-Pine Bluff,Grambling,NA,NA,63,73,2018-02-24
400998733,Eastern Kentucky,Morehead State,NA,NA,51,62,2018-02-24
400998360,Cleveland State,Youngstown State,NA,NA,69,76,2018-02-24
400998097,Lamar,Stephen F. Austin,NA,NA,75,58,2018-02-24
400998094,New Orleans,Nicholls,NA,NA,48,72,2018-02-24
400998095,SE Louisiana,Northwestern State,NA,NA,64,54,2018-02-24
400995337,CSU Fullerton,Cal Poly,NA,NA,56,63,2018-02-24
400993439,Kennesaw State,Lipscomb,NA,NA,52,69,2018-02-24
400995725,Columbia,Yale,NA,NA,59,66,2018-02-24
400995916,Pennsylvania,Dartmouth,NA,NA,79,50,2018-02-24
400996869,Weber State,Idaho,NA,NA,105,88,2018-02-24
400996870,Idaho State,Eastern Washington,NA,NA,64,66,2018-02-24
400996719,Saint Mary's,Santa Clara,NA,NA,72,51,2018-02-24
400996720,San Francisco,San Diego,NA,NA,49,47,2018-02-24
400996721,BYU,Gonzaga,NA,NA,37,62,2018-02-24
400996722,Loyola Marymount,Pacific,NA,NA,79,77,2018-02-24
400996723,Pepperdine,Portland,NA,NA,58,82,2018-02-24
400996563,Grand Canyon,Utah Valley,NA,NA,64,84,2018-02-24
400996872,Southern Utah,Sacramento State,NA,NA,77,79,2018-02-24
400995436,UC Irvine,UC Davis,NA,NA,56,66,2018-02-24
400998735,Murray State,Austin Peay,NA,NA,69,75,2018-02-24
400997330,New Mexico,UNLV,NA,NA,62,74,2018-02-24
400997016,Louisiana,South Alabama,NA,NA,59,56,2018-02-24
400998872,Alabama A&M,Texas Southern,NA,NA,43,60,2018-02-24
400998734,Jacksonville State,Tennessee Tech,NA,NA,73,59,2018-02-24
400998943,Mississippi Valley State,Jackson State,NA,NA,67,68,2018-02-24
400996564,CSU Bakersfield,Seattle U,NA,NA,56,64,2018-02-24
400995666,UC Riverside,UC Santa Barbara,NA,NA,70,72,2018-02-24
400995950,Princeton,Harvard,NA,NA,58,72,2018-02-24
400995403,Hawai'i,Long Beach State,NA,NA,80,85,2018-02-24
400994799,Niagara,Marist,NA,NA,68,61,2018-02-24
400997518,Marshall,North Texas,NA,NA,62,54,2018-02-24
