game_id,away,home,away_rank,home_rank,away_score,home_score,date
401176950,TCU,Baylor,NA,2,62,81,2020-02-12
401169351,Tulsa,Cincinnati,NA,NA,53,78,2020-02-12
401176167,Vermont,New Hampshire,NA,NA,44,42,2020-02-12
401177081,Colorado State,Utah State,NA,NA,67,61,2020-02-12
401179285,Navy,Bucknell,NA,NA,65,75,2020-02-12
401179286,American,Loyola (MD),NA,NA,47,56,2020-02-12
401179399,Houston Baptist,Abilene Christian,NA,NA,54,71,2020-02-12
401173372,Duquesne,Richmond,NA,NA,64,67,2020-02-12
401175410,Binghamton,Stony Brook,NA,NA,54,58,2020-02-12
401175519,UMass Lowell,Maine,NA,NA,53,77,2020-02-12
401179287,Army,Lafayette,NA,NA,58,67,2020-02-12
401179288,Lehigh,Holy Cross,NA,NA,62,65,2020-02-12
401179289,Boston University,Colgate,NA,NA,60,58,2020-02-12
401175318,Hartford,Albany,NA,NA,40,63,2020-02-12
401178212,Dayton,UMass,NA,NA,52,51,2020-02-12
401178213,La Salle,George Washington,NA,NA,61,54,2020-02-12
401178214,Saint Louis,Rhode Island,NA,NA,63,72,2020-02-12
401179041,Eastern Michigan,Bowling Green,NA,NA,70,58,2020-02-12
401179042,Ball State,Toledo,NA,NA,60,58,2020-02-12
401179043,Buffalo,Western Michigan,NA,NA,62,74,2020-02-12
401179044,Kent State,Akron,NA,NA,60,55,2020-02-12
401179045,Miami (OH),Northern Illinois,NA,NA,84,86,2020-02-12
401179463,Northwestern State,Incarnate Word,NA,NA,39,76,2020-02-12
401179567,SE Louisiana,Sam Houston State,NA,NA,75,81,2020-02-12
401179583,Texas A&M-CC,Stephen F. Austin,NA,NA,49,72,2020-02-12
401169353,Memphis,Wichita State,NA,NA,69,60,2020-02-12
401179481,Nicholls,Lamar,NA,NA,62,60,2020-02-12
401179424,Central Arkansas,New Orleans,NA,NA,73,85,2020-02-12
401169352,UCF,Houston,NA,NA,67,49,2020-02-12
401176949,Iowa State,Texas,NA,NA,69,51,2020-02-12
401176951,Kansas,Texas Tech,NA,NA,72,89,2020-02-12
401177037,Boise State,Air Force,NA,NA,74,69,2020-02-12
401177366,San Diego State,New Mexico,NA,NA,67,58,2020-02-12
401177572,Cal Poly,UC Davis,NA,NA,58,71,2020-02-12
401177102,San José State,Fresno State,NA,NA,76,78,2020-02-12
401177118,UNLV,Nevada,NA,NA,59,62,2020-02-12
