game_id,away,home,away_rank,home_rank,away_score,home_score,date
401175509,Maine,Dartmouth,NA,NA,41,57,2019-12-10
401179833,Jackson State,Bradley,NA,NA,69,78,2019-12-10
401177108,Stanislaus State,Nevada,NA,NA,62,80,2019-12-10
401178965,Purdue Fort Wayne,Eastern Michigan,NA,NA,40,64,2019-12-10
401169249,Villanova,Temple,NA,NA,69,74,2019-12-10
401175425,Hartford,Princeton,NA,NA,42,73,2019-12-10
401173358,Duquesne,Cornell,NA,NA,72,62,2019-12-10
401174265,Fairleigh Dickinson,NJIT,NA,NA,68,59,2019-12-10
401179503,UL Monroe,Nicholls,NA,NA,59,74,2019-12-10
401177299,Minnesota,George Washington,NA,NA,83,50,2019-12-10
401177261,Merrimack,Illinois,NA,NA,72,75,2019-12-10
401179834,Northern Iowa,Omaha,NA,NA,81,45,2019-12-10
401177358,Northern New Mexico,New Mexico,NA,NA,44,92,2019-12-10
