game_id,away,home,away_rank,home_rank,away_score,home_score,date
400994020,Baylor,Texas Tech,3,NA,90,44,2018-02-03
400994144,TCU,Texas,22,8,65,92,2018-02-03
400993779,Ohio State,Wisconsin,18,NA,68,55,2018-02-03
400998390,Wright State,Green Bay,NA,20,68,75,2018-02-03
400994128,West Virginia,Oklahoma,21,NA,57,76,2018-02-03
400994092,Kansas,Oklahoma State,NA,23,63,92,2018-02-03
400993417,NJIT,Lipscomb,NA,NA,58,66,2018-02-03
400993415,Florida Gulf Coast,Jacksonville,NA,NA,65,63,2018-02-03
400995164,Albany,New Hampshire,NA,NA,68,74,2018-02-03
400995190,Maine,Binghamton,NA,NA,61,38,2018-02-03
400995599,Tulsa,Temple,NA,NA,75,76,2018-02-03
400995838,Georgetown,Villanova,NA,NA,67,68,2018-02-03
400996104,St. Francis (BKN),Wagner,NA,NA,47,50,2018-02-03
400995985,Fairleigh Dickinson,Bryant,NA,NA,77,69,2018-02-03
400996002,Central Connecticut,Sacred Heart,NA,NA,73,71,2018-02-03
400996042,LIU Brooklyn,Mt. St. Mary's,NA,NA,61,59,2018-02-03
400997012,Louisiana,UL Monroe,NA,NA,76,48,2018-02-03
400997822,Ball State,Ohio,NA,NA,76,80,2018-02-03
400997823,Miami (OH),Bowling Green,NA,NA,66,62,2018-02-03
400998370,Youngstown State,Detroit Mercy,NA,NA,72,52,2018-02-03
400996396,Loyola (MD),Holy Cross,NA,NA,65,58,2018-02-03
400996397,Bucknell,Lafayette,NA,NA,80,57,2018-02-03
400996398,Navy,Colgate,NA,NA,69,42,2018-02-03
400996399,Lehigh,Boston University,NA,NA,65,56,2018-02-03
400996400,Army,American,NA,NA,63,71,2018-02-03
400995600,Memphis,UCF,NA,NA,41,61,2018-02-03
400995601,South Florida,Tulane,NA,NA,63,53,2018-02-03
400995222,Stony Brook,Hartford,NA,NA,66,58,2018-02-03
400995274,UMBC,Vermont,NA,NA,52,51,2018-02-03
400994764,Rider,Monmouth,NA,NA,56,63,2018-02-03
400993416,South Carolina Upstate,Kennesaw State,NA,NA,70,64,2018-02-03
400993851,Stetson,North Florida,NA,NA,68,51,2018-02-03
400998056,Texas A&M-CC,Incarnate Word,NA,NA,62,58,2018-02-03
400998057,McNeese,Northwestern State,NA,NA,60,44,2018-02-03
400997818,Akron,Western Michigan,NA,NA,60,76,2018-02-03
400997819,Northern Illinois,Kent State,NA,NA,72,62,2018-02-03
400997820,Buffalo,Toledo,NA,NA,84,73,2018-02-03
400996084,Robert Morris,St. Francis (PA),NA,NA,47,68,2018-02-03
400998164,Wofford,Mercer,NA,NA,39,80,2018-02-03
400998275,North Dakota State,South Dakota,NA,NA,54,80,2018-02-03
400998276,South Dakota State,Omaha,NA,NA,103,54,2018-02-03
400998309,Gardner-Webb,Radford,NA,NA,46,66,2018-02-03
400998494,Presbyterian,Liberty,NA,NA,55,63,2018-02-03
400998694,Tennessee Tech,Eastern Illinois,NA,NA,60,57,2018-02-03
400998973,Coppin State,Bethune-Cookman,NA,NA,38,64,2018-02-03
400999015,Florida A&M,Howard,NA,NA,65,76,2018-02-03
400999114,Winthrop,UNC Asheville,NA,NA,51,63,2018-02-03
400999126,Hampton,North Carolina A&T,NA,NA,63,51,2018-02-03
