game_id,away,home,away_rank,home_rank,away_score,home_score,date
401096393,Stetson,Liberty,NA,NA,68,56,2019-02-05
401090619,Houston,Temple,NA,NA,65,76,2019-02-05
401095790,North Alabama,Florida Gulf Coast,NA,NA,51,76,2019-02-05
401095812,Kennesaw State,Jacksonville,NA,NA,53,68,2019-02-05
401095849,Lipscomb,North Florida,NA,NA,66,72,2019-02-05
401095865,South Carolina Upstate,Campbell,NA,NA,41,61,2019-02-05
401095887,UNC Asheville,Charleston Southern,NA,NA,59,70,2019-02-05
401095906,Gardner-Webb,Radford,NA,NA,69,79,2019-02-05
401095922,Presbyterian,Hampton,NA,NA,62,79,2019-02-05
401095937,High Point,Longwood,NA,NA,65,54,2019-02-05
