play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:45,2385,2385,Mya Bhinhar missed Jumper.,0,0,0,0,0.5,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,NA
2,1,9:45,2385,2385,Cynthia Wolf Defensive Rebound.,0,0,0,14,0.5,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
3,1,9:31,2371,2371,Karli Rucker made Three Point Jumper.,0,3,-3,16,0.4332627804088775,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,Northern Iowa
4,1,9:15,2355,2355,Sydney Wilson missed Jumper.,0,3,-3,0,0.43275286569100113,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
5,1,9:15,2355,2355,Cynthia Wolf Defensive Rebound.,0,3,-3,8,0.43275286569100113,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
6,1,9:07,2347,2347,Karli Rucker missed Jumper.,0,3,-3,0,0.4324960459988248,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
7,1,9:07,2347,2347,Jasmine Franklin Block.,0,3,-3,0,0.4324960459988248,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
8,1,9:07,2347,2347,Northern Iowa Offensive Rebound.,0,3,-3,22,0.4324960459988248,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
9,1,8:45,2325,2325,Bre Gunnels missed Three Point Jumper.,0,3,-3,0,0.4317837894411538,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
10,1,8:45,2325,2325,Jasmine Franklin Defensive Rebound.,0,3,-3,9,0.4317837894411538,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
11,1,8:36,2316,2316,Sydney Wilson missed Jumper.,0,3,-3,0,0.4314900174104827,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
12,1,8:36,2316,2316,Nicole Kroeger Defensive Rebound.,0,3,-3,20,0.4314900174104827,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
13,1,8:16,2296,2296,Karli Rucker missed Jumper.,0,3,-3,0,0.4308326017028225,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
14,1,8:16,2296,2296,Brice Calip Block.,0,3,-3,2,0.4308326017028225,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
15,1,8:14,2294,2294,Alexa Willard Defensive Rebound.,0,3,-3,4,0.43076652990561287,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
16,1,8:10,2290,2290,Alexa Willard made Jumper.,2,3,-1,21,0.4767447867309777,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,Missouri State
17,1,7:49,2269,2269,Nicole Kroeger Turnover.,2,3,-1,1,0.47650794703677646,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
18,1,7:48,2268,2268,Mya Bhinhar Steal.,2,3,-1,5,0.476496618581436,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
19,1,7:43,2263,2263,Jasmine Franklin made Layup. Assisted by Mya Bhinhar.,4,3,1,19,0.5235600888317214,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,Missouri State
20,1,7:24,2244,2244,Nicole Kroeger missed Jumper.,4,3,1,0,0.523776517028738,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
21,1,7:24,2244,2244,Mya Bhinhar Defensive Rebound.,4,3,1,12,0.523776517028738,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
22,1,7:12,2232,2232,Foul on Cynthia Wolf.,4,3,1,0,0.5239139165975408,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
23,1,7:12,2232,2232,Jasmine Franklin made Free Throw.,5,3,2,0,0.5477186766445648,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,Missouri State
24,1,7:12,2232,2232,Jasmine Franklin missed Free Throw.,5,3,2,0,0.5477186766445648,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
25,1,7:12,2232,2232,Bre Gunnels Defensive Rebound.,5,3,2,14,0.5477186766445648,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
26,1,6:58,2218,2218,Bre Gunnels Turnover.,5,3,2,0,0.5480383025158675,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
27,1,6:58,2218,2218,Alexa Willard Steal.,5,3,2,13,0.5480383025158675,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
28,1,6:45,2205,2205,Emily Gartner missed Jumper.,5,3,2,0,0.5483361412138311,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
29,1,6:45,2205,2205,Abby Hipp Offensive Rebound.,5,3,2,3,0.5483361412138311,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
30,1,6:42,2202,2202,Mya Bhinhar made Jumper. Assisted by Abby Hipp.,7,3,4,20,0.5959111106401285,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,Missouri State
31,1,6:22,2182,2182,Kristina Cavey missed Jumper.,7,3,4,0,0.5968057573899013,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
32,1,6:22,2182,2182,Alexa Willard Block.,7,3,4,1,0.5968057573899013,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
33,1,6:21,2181,2181,Abby Hipp Defensive Rebound.,7,3,4,21,0.5968505663186051,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,
34,1,6:00,2160,2160,Abby Hipp made Jumper.,9,3,6,2,0.644378282918497,Missouri State,Northern Iowa,4,4,0,0,NA,401180350,2020-01-12,Missouri State
35,1,5:58,2158,2158,Northern Iowa  Timeout,9,3,6,0,0.6445070071026183,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,
36,1,5:58,2158,2158,Official TV Timeout,9,3,6,9,0.6445070071026183,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,
37,1,5:49,2149,2149,Cynthia Wolf Turnover.,9,3,6,13,0.6450870932491254,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,
38,1,5:36,2136,2136,Jasmine Franklin made Jumper.,11,3,8,19,0.6903125016024283,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,Missouri State
39,1,5:17,2117,2117,Kam Finley missed Jumper.,11,3,8,0,0.6918494674465632,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,
40,1,5:17,2117,2117,Jasmine Franklin Defensive Rebound.,11,3,8,8,0.6918494674465632,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,
41,1,5:09,2109,2109,Alexa Willard made Jumper. Assisted by Elle Ruffridge.,13,3,10,13,0.7339553315513319,Missouri State,Northern Iowa,3,4,1,0,NA,401180350,2020-01-12,Missouri State
42,1,4:56,2096,2096,Kam Finley Turnover.,13,3,10,2,0.7351673088674519,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
43,1,4:54,2094,2094,Sydney Manning Steal.,13,3,10,3,0.7353540314477285,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
44,1,4:51,2091,2091,Jasmine Franklin missed Layup.,13,3,10,0,0.7356342522486979,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
45,1,4:51,2091,2091,Bre Gunnels Defensive Rebound.,13,3,10,24,0.7356342522486979,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
46,1,4:27,2067,2067,Bre Gunnels made Three Point Jumper. Assisted by Rose Simon-Ressler.,13,6,7,28,0.6735957073363456,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,Northern Iowa
47,1,3:59,2039,2039,Elle Ruffridge missed Jumper.,13,6,7,0,0.6756982307991031,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
48,1,3:59,2039,2039,Rose Simon-Ressler Defensive Rebound.,13,6,7,4,0.6756982307991031,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
49,1,3:55,2035,2035,Rose Simon-Ressler Turnover.,13,6,7,26,0.6760003144092598,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
50,1,3:29,2009,2009,Brice Calip missed Three Point Jumper.,13,6,7,0,0.6779750284633366,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
51,1,3:29,2009,2009,Kristina Cavey Defensive Rebound.,13,6,7,3,0.6779750284633366,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
52,1,3:26,2006,2006,Foul on Emily Gartner.,13,6,7,20,0.6782041681046544,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
53,1,3:06,1986,1986,Cynthia Wolf missed Jumper.,13,6,7,0,0.6797389029106076,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
54,1,3:06,1986,1986,Shameka Ealy Defensive Rebound.,13,6,7,4,0.6797389029106076,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
55,1,3:02,1982,1982,Foul on Rose Simon-Ressler.,13,6,7,12,0.6800473765875121,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
56,1,2:50,1970,1970,Foul on Emily Gartner.,13,6,7,0,0.6809759495097663,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
57,1,2:50,1970,1970,Emily Gartner Turnover.,13,6,7,11,0.6809759495097663,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
58,1,2:39,1959,1959,Nicole Kroeger missed Three Point Jumper.,13,6,7,0,0.6818313909950985,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
59,1,2:39,1959,1959,Sydney Manning Defensive Rebound.,13,6,7,9,0.6818313909950985,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
60,1,2:30,1950,1950,Brice Calip made Jumper.,15,6,9,13,0.7279292279646098,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,Missouri State
61,1,2:17,1937,1937,Nicole Kroeger missed Jumper.,15,6,9,0,0.7291278728463954,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
62,1,2:17,1937,1937,Shameka Ealy Defensive Rebound.,15,6,9,5,0.7291278728463954,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
63,1,2:12,1932,1932,Elle Ruffridge made Three Point Jumper. Assisted by Brice Calip.,18,6,12,15,0.7897458838735972,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,Missouri State
64,1,1:57,1917,1917,Cynthia Wolf made Jumper. Assisted by Nicole Kroeger.,18,8,10,17,0.7522508379407162,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,Northern Iowa
65,1,1:40,1900,1900,Elle Ruffridge missed Three Point Jumper.,18,8,10,0,0.7538968396024024,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
66,1,1:40,1900,1900,Bre Gunnels Defensive Rebound.,18,8,10,5,0.7538968396024024,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
67,1,1:35,1895,1895,Foul on Abby Hipp.,18,8,10,16,0.7543793114211144,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
68,1,1:19,1879,1879,Kristina Cavey missed Three Point Jumper.,18,8,10,0,0.7559194173544942,Missouri State,Northern Iowa,3,4,0,0,NA,401180350,2020-01-12,
