game_id,away,home,away_rank,home_rank,away_score,home_score,date
401092050,Virginia,Louisville,NA,4,43,91,2019-01-17
401091576,South Carolina,Mississippi State,15,7,74,89,2019-01-17
401094687,Maryland,Michigan State,9,17,60,77,2019-01-17
401092051,Syracuse,Pittsburgh,12,NA,82,50,2019-01-17
401094011,Gonzaga,BYU,13,NA,68,70,2019-01-17
401091579,Kentucky,LSU,16,NA,64,60,2019-01-17
401091577,Tennessee,Alabama,20,NA,65,86,2019-01-17
401094670,Michigan,Iowa,NA,22,61,75,2019-01-17
401094733,Minnesota,Wisconsin,23,NA,78,50,2019-01-17
401092484,Western Kentucky,Florida International,NA,NA,94,82,2019-01-17
401096199,Murray State,Eastern Illinois,NA,NA,67,75,2019-01-17
401094858,Weber State,Northern Colorado,NA,NA,55,54,2019-01-17
401094859,Northern Arizona,Sacramento State,NA,NA,61,65,2019-01-17
401094010,Portland,San Diego,NA,NA,69,60,2019-01-17
401092269,Mercer,Western Carolina,NA,NA,69,67,2019-01-17
401096234,UT Martin,Eastern Kentucky,NA,NA,87,61,2019-01-17
401096274,Southeast Missouri State,Morehead State,NA,NA,54,82,2019-01-17
401092270,Wofford,Chattanooga,NA,NA,82,89,2019-01-17
401095501,South Alabama,Georgia State,NA,NA,68,59,2019-01-17
401096080,Belmont,Jacksonville State,NA,NA,64,41,2019-01-17
401095482,Troy,Georgia Southern,NA,NA,97,81,2019-01-17
401096042,Austin Peay,SIU-Edwardsville,NA,NA,68,69,2019-01-17
401094770,Ohio State,Penn State,NA,NA,76,71,2019-01-17
401093278,Siena,Marist,NA,NA,59,88,2019-01-17
401093115,CSU Bakersfield,UMKC,NA,NA,67,57,2019-01-17
401092271,Samford,UNC Greensboro,NA,NA,54,55,2019-01-17
401092479,Marshall,Florida Atlantic,NA,NA,72,67,2019-01-17
401092480,Charlotte,Southern Miss,NA,NA,54,65,2019-01-17
401091575,Georgia,Missouri,NA,NA,35,61,2019-01-17
401092047,Florida State,Boston College,NA,NA,91,71,2019-01-17
401092048,Georgia Tech,Clemson,NA,NA,61,71,2019-01-17
401092049,Miami,Duke,NA,NA,58,50,2019-01-17
401092166,Wake Forest,North Carolina,NA,NA,61,84,2019-01-17
401092481,Old Dominion,Louisiana Tech,NA,NA,70,59,2019-01-17
401095541,Texas State,Little Rock,NA,NA,47,62,2019-01-17
401095441,UT Arlington,Arkansas State,NA,NA,100,73,2019-01-17
401092482,Middle Tennessee,UTSA,NA,NA,72,52,2019-01-17
401091578,Auburn,Vanderbilt,NA,NA,72,70,2019-01-17
401093116,Grand Canyon,Chicago State,NA,NA,48,50,2019-01-17
401093117,Utah Valley,UT Rio Grande Valley,NA,NA,57,55,2019-01-17
401093118,Seattle U,New Mexico State,NA,NA,55,75,2019-01-17
401092739,CSU Fullerton,UC Davis,NA,NA,51,75,2019-01-17
401094623,Nebraska,Illinois,NA,NA,77,67,2019-01-17
401092483,UAB,UTEP,NA,NA,74,48,2019-01-17
401095601,North Dakota State,Denver,NA,NA,54,81,2019-01-17
401096966,Westcliff,California Baptist,NA,NA,43,133,2019-01-17
401094860,Southern Utah,Portland State,NA,NA,49,63,2019-01-17
401094008,Saint Mary's,San Francisco,NA,NA,80,65,2019-01-17
401094009,Pacific,Santa Clara,NA,NA,74,70,2019-01-17
401092740,Cal Poly,Long Beach State,NA,NA,58,61,2019-01-17
401092741,UC Irvine,UC Riverside,NA,NA,72,88,2019-01-17
401092742,CSU Northridge,Hawai'i,NA,NA,49,29,2019-01-17
