play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:52,2392,2392,Blair Watson missed Three Point Jumper.,0,0,0,4,0.5,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,NA
2,1,9:48,2388,2388,Shakira Austin Offensive Rebound.,0,0,0,1,0.5,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
3,1,9:47,2387,2387,Shakira Austin made Layup.,0,2,-2,16,0.4557004200224459,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,Maryland
4,1,9:31,2371,2371,Kathleen Doyle Turnover.,0,2,-2,0,0.45536062082229806,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
5,1,9:31,2371,2371,Stephanie Jones Steal.,0,2,-2,5,0.45536062082229806,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
6,1,9:26,2366,2366,Kaila Charles Turnover.,0,2,-2,9,0.4552536897122488,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
7,1,9:17,2357,2357,Alexis Sevillian missed Jumper.,0,2,-2,4,0.4550603542849654,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
8,1,9:13,2353,2353,Amanda Ollinger Offensive Rebound.,0,2,-2,11,0.45497408096351394,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
9,1,9:02,2342,2342,Makenzie Meyer made Three Point Jumper.,3,2,1,14,0.5226786784543114,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,Iowa
10,1,8:48,2328,2328,Shakira Austin missed Layup.,3,2,1,4,0.522832370508976,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
11,1,8:44,2324,2324,Shakira Austin Offensive Rebound.,3,2,1,0,0.5228765001888255,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
12,1,8:44,2324,2324,Foul on Amanda Ollinger.,3,2,1,0,0.5228765001888255,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
13,1,8:44,2324,2324,Shakira Austin missed Free Throw.,3,2,1,0,0.5228765001888255,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
14,1,8:44,2324,2324,Maryland Offensive Rebound.,3,2,1,0,0.5228765001888255,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
15,1,8:44,2324,2324,Shakira Austin missed Free Throw.,3,2,1,0,0.5228765001888255,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
16,1,8:44,2324,2324,Kaila Charles Offensive Rebound.,3,2,1,0,0.5228765001888255,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
17,1,8:44,2324,2324,Kaila Charles made Layup.,3,4,-1,0,0.47712349981117463,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,Maryland
18,1,8:44,2324,2324,Kathleen Doyle Turnover.,3,4,-1,0,0.47712349981117463,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
19,1,8:44,2324,2324,Kaila Charles Steal.,3,4,-1,31,0.47712349981117463,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
20,1,8:13,2293,2293,Taylor Mikesell missed Three Point Jumper.,3,4,-1,5,0.47677844820723825,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
21,1,8:08,2288,2288,Shakira Austin Offensive Rebound.,3,4,-1,2,0.47672232091729994,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
22,1,8:06,2286,2286,Shakira Austin missed Layup.,3,4,-1,3,0.4766998354859127,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
23,1,8:03,2283,2283,Alexis Sevillian Defensive Rebound.,3,4,-1,3,0.4766660710166698,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
24,1,8:00,2280,2280,Monika Czinano made Layup. Assisted by Makenzie Meyer.,5,4,1,28,0.5233677364068907,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,Iowa
25,1,7:32,2252,2252,Shakira Austin Turnover.,5,4,1,0,0.523685214139179,Iowa,Maryland,4,4,0,0,NA,401166823,2020-01-09,
