game_id,away,home,away_rank,home_rank,away_score,home_score,date
401124141,Towson,UConn,15,2,61,110,2019-03-22
401124188,Southern,Mississippi State,16,1,46,103,2019-03-22
401124134,Robert Morris,Louisville,16,1,34,69,2019-03-22
401124195,Portland State,Oregon,15,2,40,78,2019-03-22
401124184,Mercer,Iowa,15,2,61,66,2019-03-22
401124146,Wright State,Texas A&M,13,4,61,84,2019-03-22
401124182,Belmont,South Carolina,13,4,52,74,2019-03-22
401124147,Rice,Marquette,12,5,54,58,2019-03-22
401124191,Florida Gulf Coast,Miami,13,4,62,69,2019-03-22
401124190,UCF,Arizona State,12,5,45,60,2019-03-22
401124194,Indiana,Texas,10,7,69,65,2019-03-22
401124183,Bucknell,Florida State,12,5,67,70,2019-03-22
401124135,Kansas State,Michigan,9,8,54,84,2019-03-22
401124185,Drake,Missouri,10,7,76,77,2019-03-22
401124140,Buffalo,Rutgers,10,7,82,71,2019-03-22
401124189,Clemson,South Dakota,9,8,79,66,2019-03-22
