game_id,away,home,away_rank,home_rank,away_score,home_score,date
401090508,UConn,Saint Louis,1,NA,98,42,2018-12-04
401091974,UT Martin,Louisville,NA,5,62,102,2018-12-04
401092902,Clarke College,Drake,NA,21,43,91,2018-12-04
401093432,Loyola (MD),Towson,NA,NA,57,62,2018-12-04
401096357,Illinois-Springfield,Southeast Missouri State,NA,NA,46,82,2018-12-04
401092223,South Carolina Upstate,Western Carolina,NA,NA,64,68,2018-12-04
401092901,Western Illinois,Bradley,NA,NA,68,82,2018-12-04
401093073,Utah Valley,Southern Utah,NA,NA,59,60,2018-12-04
401092224,Warren Wilson,Wofford,NA,NA,30,107,2018-12-04
401093226,Saint Peter's,Yale,NA,NA,56,72,2018-12-04
401093876,Stony Brook,Sacred Heart,NA,NA,73,58,2018-12-04
401095839,Lipscomb,Belmont,NA,NA,43,83,2018-12-04
401090507,New Orleans,Memphis,NA,NA,66,59,2018-12-04
401092225,Liberty,East Tennessee State,NA,NA,89,86,2018-12-04
401092226,South Dakota State,Chattanooga,NA,NA,71,54,2018-12-04
401092405,Middle Tennessee,Troy,NA,NA,67,64,2018-12-04
401091481,Furman,Georgia,NA,NA,38,61,2018-12-04
401091975,Radford,Virginia Tech,NA,NA,44,55,2018-12-04
401093227,Buffalo,Canisius,NA,NA,84,66,2018-12-04
401093228,Lafayette,Manhattan,NA,NA,49,60,2018-12-04
401093681,Maine,Harvard,NA,NA,67,60,2018-12-04
401095566,St Thomas University-Houston,Texas State,NA,NA,39,92,2018-12-04
401093074,UT Rio Grande Valley,Texas A&M-CC,NA,NA,70,57,2018-12-04
401092903,South Dakota,Missouri State,NA,NA,85,74,2018-12-04
401092904,North Dakota,Northern Iowa,NA,NA,60,64,2018-12-04
401092406,Marshall,Wisconsin,NA,NA,49,67,2018-12-04
401092900,Austin Peay,Illinois State,NA,NA,49,61,2018-12-04
401090509,Nicholls,Tulane,NA,NA,46,71,2018-12-04
401091480,Tennessee Tech,Arkansas,NA,NA,42,65,2018-12-04
401094413,Denver,Wyoming,NA,NA,74,78,2018-12-04
