game_id,away,home,away_rank,home_rank,away_score,home_score,date
400905166,Iowa State,Baylor,NA,2,42,68,2017-01-18
400912136,Georgia Tech,Louisville,NA,9,51,91,2017-01-18
400913944,UCLA,USC,13,NA,74,59,2017-01-18
400911153,TCU,Kansas State,NA,22,63,74,2017-01-18
400911152,West Virginia,Kansas,24,NA,62,51,2017-01-18
400913268,Akron,Northern Illinois,NA,NA,84,55,2017-01-18
400912661,Rhode Island,VCU,NA,NA,57,68,2017-01-18
400911760,UCF,East Carolina,NA,NA,54,42,2017-01-18
400920932,Villanova,Pennsylvania,NA,NA,60,48,2017-01-18
400921575,Boston University,Colgate,NA,NA,87,96,2017-01-18
400921576,Bucknell,Loyola (MD),NA,NA,72,66,2017-01-18
400921577,Navy,Lehigh,NA,NA,66,64,2017-01-18
400921578,American,Lafayette,NA,NA,76,52,2017-01-18
400913269,Buffalo,Bowling Green,NA,NA,61,50,2017-01-18
400913270,Kent State,Western Michigan,NA,NA,71,67,2017-01-18
400913271,Miami (OH),Central Michigan,NA,NA,61,80,2017-01-18
400913272,Ohio,Toledo,NA,NA,64,55,2017-01-18
400913273,Eastern Michigan,Ball State,NA,NA,49,78,2017-01-18
400913797,Canisius,Niagara,NA,NA,65,57,2017-01-18
400912657,George Mason,Davidson,NA,NA,54,58,2017-01-18
400912658,Saint Louis,Duquesne,NA,NA,65,94,2017-01-18
400912659,Fordham,Saint Joseph's,NA,NA,44,47,2017-01-18
400912660,La Salle,Richmond,NA,NA,63,58,2017-01-18
400921658,Abilene Christian,Nicholls,NA,NA,89,73,2017-01-18
400921908,UT Martin,Eastern Illinois,NA,NA,70,80,2017-01-18
400922064,Tennessee State,Tennessee Tech,NA,NA,59,64,2017-01-18
400921579,Army,Holy Cross,NA,NA,67,59,2017-01-18
400921723,Lamar,Sam Houston State,NA,NA,70,44,2017-01-18
400921889,Belmont,Jacksonville State,NA,NA,54,53,2017-01-18
400922006,Southeast Missouri State,SIU-Edwardsville,NA,NA,69,70,2017-01-18
400920972,McNeese,Central Arkansas,NA,NA,52,67,2017-01-18
400911761,Temple,Houston,NA,NA,69,57,2017-01-18
400914338,Illinois,Minnesota,NA,NA,50,78,2017-01-18
400920164,Purdue Fort Wayne,South Dakota,NA,NA,59,87,2017-01-18
400920165,Omaha,North Dakota State,NA,NA,80,60,2017-01-18
400912832,San José State,Wyoming,NA,NA,60,89,2017-01-18
400920166,South Dakota State,Denver,NA,NA,72,63,2017-01-18
400912834,Fresno State,Colorado State,NA,NA,56,73,2017-01-18
400912835,Nevada,Air Force,NA,NA,56,51,2017-01-18
400905194,Boise State,New Mexico,NA,NA,68,75,2017-01-18
400912833,UNLV,San Diego State,NA,NA,68,87,2017-01-18
