play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:41,2381,2381,Alexis Gaulden missed Jumper.,0,0,0,0,0.5,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,NA
2,1,9:41,2381,2381,Cierra Johnson Block.,0,0,0,2,0.5,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
3,1,9:39,2379,2379,Alexis Gaulden Offensive Rebound.,0,0,0,2,0.5,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
4,1,9:37,2377,2377,Crystal Polk made Jumper. Assisted by Alexis Gaulden.,0,2,-2,15,0.4554884763831252,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Tulsa
5,1,9:22,2362,2362,Jasmine Walker Turnover.,0,2,-2,1,0.4551678976921304,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
6,1,9:21,2361,2361,Desiree Lewis Steal.,0,2,-2,6,0.4551464158023437,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
7,1,9:15,2355,2355,Morgan Brady missed Three Point Jumper.,0,2,-2,0,0.45501724388899867,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
8,1,9:15,2355,2355,Desiree Lewis Offensive Rebound.,0,2,-2,21,0.45501724388899867,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
9,1,8:54,2334,2334,Crystal Polk missed Jumper.,0,2,-2,0,0.4545614938352706,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
10,1,8:54,2334,2334,Jasmine Walker Defensive Rebound.,0,2,-2,25,0.4545614938352706,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
11,1,8:29,2309,2309,Ashley Knight made Layup. Assisted by Shaquera Wade.,2,2,0,22,0.5,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Alabama
12,1,8:07,2287,2287,Maddie Bittle made Three Point Jumper. Assisted by Alexis Gaulden.,2,5,-3,30,0.43053482975743435,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Tulsa
13,1,7:37,2257,2257,Shaquera Wade made Jumper.,4,5,-1,19,0.47637172244932635,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Alabama
14,1,7:18,2238,2238,Morgan Brady made Three Point Jumper. Assisted by Alexis Gaulden.,4,8,-4,20,0.4056899218730533,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Tulsa
15,1,6:58,2218,2218,Jasmine Walker Turnover.,4,8,-4,1,0.40480213919801716,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
16,1,6:57,2217,2217,Alexis Gaulden Steal.,4,8,-4,4,0.4047576343882203,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
17,1,6:53,2213,2213,Alexis Gaulden made Layup.,4,10,-6,0,0.3590178849199583,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Tulsa
18,1,6:53,2213,2213,Foul on Cierra Johnson.,4,10,-6,0,0.3590178849199583,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
19,1,6:53,2213,2213,Alexis Gaulden made Free Throw.,4,11,-7,18,0.33710229867040853,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,Tulsa
20,1,6:35,2195,2195,Shaquera Wade missed Layup.,4,11,-7,0,0.3357989119632361,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
21,1,6:35,2195,2195,Ariyah Copeland Offensive Rebound.,4,11,-7,3,0.3357989119632361,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
22,1,6:32,2192,2192,Ariyah Copeland missed Layup.,4,11,-7,0,0.3355814081191411,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
23,1,6:32,2192,2192,Crystal Polk Defensive Rebound.,4,11,-7,2,0.3355814081191411,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
24,1,6:30,2190,2190,Foul on Ariyah Copeland.,4,11,-7,26,0.3354363688733802,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
25,1,6:04,2164,2164,Morgan Brady missed Jumper.,4,11,-7,0,0.33354860851670426,Alabama,Tulsa,4,4,0,0,NA,401090500,2018-12-01,
