game_id,away,home,away_rank,home_rank,away_score,home_score,date
400994646,Toledo,Iona,NA,NA,74,57,2017-11-27
400996954,Thomas University,Georgia Southern,NA,NA,51,79,2017-11-27
400997096,Coker,Elon,NA,NA,54,106,2017-11-27
400998606,Troy,Tennessee State,NA,NA,95,66,2017-11-27
400998607,SIU-Edwardsville,Southern Illinois,NA,NA,57,53,2017-11-27
400998622,Bethel (TN),Murray State,NA,NA,76,81,2017-11-27
400996730,Fisher College,UMass Lowell,NA,NA,47,102,2017-11-27
400995148,Albany,Central Connecticut,NA,NA,72,60,2017-11-27
400987714,Tennessee Tech,Georgia,NA,NA,48,56,2017-11-27
400993845,High Point,Stetson,NA,NA,69,64,2017-11-27
400995486,St. Francis (PA),Cincinnati,NA,NA,77,73,2017-11-27
400996151,Davidson,William & Mary,NA,NA,55,73,2017-11-27
400998857,UT Arlington,Utah,NA,NA,41,71,2017-11-27
400996906,Antelope Valley,Northern Arizona,NA,NA,49,104,2017-11-27
400996468,CSU Bakersfield,Southern Utah,NA,NA,46,45,2017-11-27
400996767,Utah State,Idaho State,NA,NA,44,64,2017-11-27
400995672,San Diego,UC Santa Barbara,NA,NA,71,58,2017-11-27
400995367,Denver,CSU Fullerton,NA,NA,83,58,2017-11-27
