game_id,away,home,away_rank,home_rank,away_score,home_score,date
401176915,West Virginia,Baylor,17,2,51,91,2020-01-18
401174124,Gonzaga,San Francisco,16,NA,69,46,2020-01-18
401173365,Duquesne,Saint Joseph's,NA,NA,58,51,2020-01-18
401175405,Maine,Binghamton,NA,NA,63,73,2020-01-18
401175960,New Hampshire,UMBC,NA,NA,72,63,2020-01-18
401174307,Kennesaw State,NJIT,NA,NA,77,64,2020-01-18
401174305,Stetson,Jacksonville,NA,NA,52,57,2020-01-18
401178173,George Washington,Davidson,NA,NA,55,62,2020-01-18
401178731,Youngstown State,Detroit Mercy,NA,NA,62,47,2020-01-18
401178858,Fairfield,Iona,NA,NA,52,40,2020-01-18
401179145,Central Connecticut,Mt. St. Mary's,NA,NA,64,72,2020-01-18
401179146,Long Island University,Bryant,NA,NA,53,57,2020-01-18
401179147,St. Francis (BKN),Wagner,NA,NA,66,74,2020-01-18
401179255,Army,Loyola (MD),NA,NA,59,68,2020-01-18
401179256,American,Holy Cross,NA,NA,59,72,2020-01-18
401179006,Ball State,Ohio,NA,NA,71,79,2020-01-18
401179143,Merrimack,Robert Morris,NA,NA,50,72,2020-01-18
401179478,Lamar,Texas A&M-CC,NA,NA,39,49,2020-01-18
401179662,South Alabama,Georgia Southern,NA,NA,71,65,2020-01-18
401179678,Troy,Georgia State,NA,NA,71,57,2020-01-18
401179007,Bowling Green,Toledo,NA,NA,72,79,2020-01-18
401179008,Kent State,Miami (OH),NA,NA,78,75,2020-01-18
401179009,Eastern Michigan,Buffalo,NA,NA,63,66,2020-01-18
401179346,Winthrop,Radford,NA,NA,53,54,2020-01-18
401179380,Central Michigan,Western Michigan,NA,NA,80,70,2020-01-18
401179419,Central Arkansas,Nicholls,NA,NA,53,46,2020-01-18
401179765,North Carolina Central,Bethune-Cookman,NA,NA,52,73,2020-01-18
401179782,North Carolina A&T,Coppin State,NA,NA,84,38,2020-01-18
401179815,Florida A&M,South Carolina State,NA,NA,44,39,2020-01-18
401179901,Howard,Morgan State,NA,NA,67,74,2020-01-18
401179599,Coastal Carolina,Appalachian State,NA,NA,80,53,2020-01-18
401180177,Wofford,East Tennessee State,NA,NA,76,47,2020-01-18
401180189,Furman,Chattanooga,NA,NA,52,60,2020-01-18
401179257,Navy,Lafayette,NA,NA,52,79,2020-01-18
401179258,Colgate,Boston University,NA,NA,70,61,2020-01-18
401178859,Niagara,Monmouth,NA,NA,73,70,2020-01-18
401178860,Canisius,Quinnipiac,NA,NA,71,74,2020-01-18
401178861,Marist,Manhattan,NA,NA,71,66,2020-01-18
401177758,Marshall,Old Dominion,NA,NA,46,57,2020-01-18
401175883,Jacksonville State,SIU-Edwardsville,NA,NA,53,44,2020-01-18
401174308,Florida Gulf Coast,North Alabama,NA,NA,74,63,2020-01-18
401173942,Seattle U,New Mexico State,NA,NA,65,83,2020-01-18
401174005,Utah Valley,UT Rio Grande Valley,NA,NA,76,67,2020-01-18
401175312,Stony Brook,Albany,NA,NA,73,53,2020-01-18
401175338,Tennessee Tech,Eastern Illinois,NA,NA,75,62,2020-01-18
401175453,Vermont,Hartford,NA,NA,63,53,2020-01-18
401176667,Campbell,Presbyterian,NA,NA,53,47,2020-01-18
401176717,South Carolina Upstate,Gardner-Webb,NA,NA,53,63,2020-01-18
401176693,Hampton,Charleston Southern,NA,NA,64,59,2020-01-18
401175471,Austin Peay,UT Martin,NA,NA,61,65,2020-01-18
401175597,Murray State,Southeast Missouri State,NA,NA,73,88,2020-01-18
401175825,Morehead State,Belmont,NA,NA,62,71,2020-01-18
401175383,Eastern Kentucky,Tennessee State,NA,NA,61,55,2020-01-18
401176285,Cornell,Columbia,NA,NA,66,76,2020-01-18
401174616,Northern Colorado,Northern Arizona,NA,NA,45,72,2020-01-18
401177757,Florida Atlantic,UAB,NA,NA,73,92,2020-01-18
401177883,High Point,Longwood,NA,NA,76,69,2020-01-18
401177753,Southern Miss,Rice,NA,NA,64,75,2020-01-18
401177759,UTSA,UTEP,NA,NA,54,94,2020-01-18
401178732,Cleveland State,Oakland,NA,NA,79,58,2020-01-18
401179618,Arkansas State,Little Rock,NA,NA,58,67,2020-01-18
401180254,Alcorn State,Mississippi Valley State,NA,NA,81,67,2020-01-18
401179437,Sam Houston State,Houston Baptist,NA,NA,97,69,2020-01-18
