game_id,away,home,away_rank,home_rank,away_score,home_score,date
401092069,Notre Dame,North Carolina,1,NA,73,78,2019-01-27
401092579,Baylor,Oklahoma,2,NA,74,53,2019-01-27
401090606,UCF,UConn,NA,3,57,93,2019-01-27
401092067,Pittsburgh,Louisville,NA,4,42,70,2019-01-27
401095352,Oregon,Washington,5,NA,76,57,2019-01-27
401095389,Stanford,Utah,6,21,68,75,2019-01-27
401091593,Ole Miss,Mississippi State,NA,7,49,80,2019-01-27
401092066,NC State,Georgia Tech,8,NA,68,60,2019-01-27
401095365,Oregon State,Washington State,9,NA,52,35,2019-01-27
401091126,Marquette,Butler,10,NA,87,58,2019-01-27
401094649,Maryland,Indiana,11,NA,76,56,2019-01-27
401092065,Syracuse,Duke,13,NA,64,55,2019-01-27
401094783,Rutgers,Penn State,14,NA,69,61,2019-01-27
401091594,Kentucky,Texas A&M,15,24,71,73,2019-01-27
401094288,USC,Arizona State,NA,16,59,68,2019-01-27
401094672,Purdue,Iowa,NA,17,58,72,2019-01-27
401092070,Florida State,Virginia Tech,22,NA,56,54,2019-01-27
401094705,Michigan State,Michigan,23,NA,77,73,2019-01-27
401091595,Auburn,Missouri,NA,25,65,74,2019-01-27
401090879,Saint Joseph's,Dayton,NA,NA,65,72,2019-01-27
401093646,Binghamton,Maine,NA,NA,66,95,2019-01-27
401094990,Quinnipiac,Iona,NA,NA,76,39,2019-01-27
401095097,Haverford,Pennsylvania,NA,NA,46,81,2019-01-27
401096724,North Alabama,NJIT,NA,NA,77,54,2019-01-27
401093786,Charleston,Delaware,NA,NA,50,74,2019-01-27
401093362,Kansas,TCU,NA,NA,53,58,2019-01-27
401092068,Boston College,Miami,NA,NA,73,76,2019-01-27
401090880,Saint Louis,VCU,NA,NA,47,57,2019-01-27
401091124,Georgetown,Seton Hall,NA,NA,63,76,2019-01-27
401091591,LSU,Tennessee,NA,NA,65,74,2019-01-27
401091592,Alabama,Georgia,NA,NA,58,53,2019-01-27
401091125,DePaul,Xavier,NA,NA,73,71,2019-01-27
401091127,Villanova,St. John's,NA,NA,73,57,2019-01-27
401090881,George Washington,Duquesne,NA,NA,55,54,2019-01-27
401090882,Davidson,Fordham,NA,NA,60,56,2019-01-27
401090883,Rhode Island,George Mason,NA,NA,69,75,2019-01-27
401092973,Drake,Evansville,NA,NA,78,47,2019-01-27
401092976,Northern Iowa,Indiana State,NA,NA,71,51,2019-01-27
401093295,Manhattan,Marist,NA,NA,69,51,2019-01-27
401093296,Saint Peter's,Siena,NA,NA,46,50,2019-01-27
401091596,Arkansas,Florida,NA,NA,83,73,2019-01-27
401093787,Elon,James Madison,NA,NA,30,82,2019-01-27
401093788,Northeastern,Hofstra,NA,NA,61,78,2019-01-27
401093789,UNC Wilmington,Drexel,NA,NA,55,67,2019-01-27
401093790,William & Mary,Towson,NA,NA,80,69,2019-01-27
401095787,North Florida,Florida Gulf Coast,NA,NA,48,80,2019-01-27
401095269,Oakland,Northern Kentucky,NA,NA,50,72,2019-01-27
401095270,Detroit Mercy,Wright State,NA,NA,59,78,2019-01-27
401094751,Nebraska,Wisconsin,NA,NA,69,70,2019-01-27
401095321,California,Colorado,NA,NA,80,60,2019-01-27
401094626,Northwestern,Illinois,NA,NA,64,56,2019-01-27
401092974,Loyola Chicago,Southern Illinois,NA,NA,63,74,2019-01-27
401092975,Valparaiso,Missouri State,NA,NA,63,108,2019-01-27
401092071,Wake Forest,Virginia,NA,NA,52,42,2019-01-27
401094260,UCLA,Arizona,NA,NA,98,93,2019-01-27
