play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:47,2387,2387,Sarah Edmond made Jumper.,0,0,0,20,0.5,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,NA
2,1,9:27,2367,2367,Sorelle Ineza missed Jumper.,0,2,-2,5,0.4552751035690411,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,Howard
3,1,9:22,2362,2362,Sarah Edmond Defensive Rebound.,0,2,-2,8,0.4551678976921304,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
4,1,9:14,2354,2354,Sarah Edmond missed Three Point Jumper.,0,2,-2,3,0.45499566896610333,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
5,1,9:11,2351,2351,Jayla Myles Offensive Rebound.,0,2,-2,0,0.4549308659299886,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
6,1,9:11,2351,2351,Foul on Ana Hernandez Gil.,0,2,-2,0,0.4549308659299886,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
7,1,9:11,2351,2351,Jayla Myles made Free Throw.,0,3,-3,0,0.432624606828588,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,Howard
8,1,9:11,2351,2351,Jayla Myles missed Free Throw.,0,3,-3,4,0.432624606828588,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
9,1,9:07,2347,2347,Ayonna Williams Offensive Rebound.,0,3,-3,6,0.4324960459988248,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
10,1,9:01,2341,2341,Jayla Myles missed Layup.,0,3,-3,5,0.43230264961455184,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
11,1,8:56,2336,2336,Krislyn Marsh Offensive Rebound.,0,3,-3,1,0.432140987932238,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
12,1,8:55,2335,2335,Krislyn Marsh made Layup.,0,5,-5,13,0.38807239371517926,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,Howard
13,1,8:42,2322,2322,Jaylen Hines missed Jumper.,0,5,-5,4,0.38739094715161604,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
14,1,8:38,2318,2318,Jayla Myles Defensive Rebound.,0,5,-5,7,0.38718040557907835,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
15,1,8:31,2311,2311,Sarah Edmond Turnover.,0,5,-5,28,0.38681101768829973,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,
16,1,8:03,2283,2283,Jaylen Hines made Jumper. Assisted by Sorelle Ineza.,2,5,-3,10,0.4304021236844193,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,Hofstra
17,1,7:53,2273,2273,Jayla Thornton made Three Point Jumper. Assisted by Sarah Edmond.,2,8,-6,15,0.36282220129456766,Hofstra,Howard,4,4,0,0,NA,401178521,2019-11-24,Howard
18,1,7:38,2258,2258,Hofstra  Turnover.,2,8,-6,0,0.3618767544212533,Hofstra,Howard,4,4,1,0,NA,401178521,2019-11-24,
19,1,7:38,2258,2258,Hofstra  Timeout,2,8,-6,19,0.3618767544212533,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
20,1,7:19,2239,2239,Jayla Thornton missed Three Point Jumper.,2,8,-6,5,0.36067337084793777,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
21,1,7:14,2234,2234,Ana Hernandez Gil Defensive Rebound.,2,8,-6,3,0.3603557295271251,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
22,1,7:11,2231,2231,Ana Hernandez Gil Turnover.,2,8,-6,18,0.36016496891073607,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
23,1,6:53,2213,2213,Ayonna Williams made Layup.,2,10,-8,10,0.3158652652533636,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,Howard
24,1,6:43,2203,2203,Foul on Jayla Myles.,2,10,-8,0,0.31506554502027034,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
25,1,6:43,2203,2203,Jaylen Hines missed Free Throw.,2,10,-8,0,0.31506554502027034,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
26,1,6:43,2203,2203,Hofstra Offensive Rebound.,2,10,-8,0,0.31506554502027034,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,
27,1,6:43,2203,2203,Jaylen Hines made Free Throw.,3,10,-7,16,0.33637856657348936,Hofstra,Howard,3,4,1,0,NA,401178521,2019-11-24,Hofstra
28,1,6:27,2187,2187,Sarah Edmond Turnover.,3,10,-7,0,0.33521875841850524,Hofstra,Howard,3,4,0,0,NA,401178521,2019-11-24,
29,1,6:27,2187,2187,Sorelle Ineza Steal.,3,10,-7,0,0.33521875841850524,Hofstra,Howard,3,4,0,0,NA,401178521,2019-11-24,
30,1,6:27,2187,2187,Foul on Krislyn Marsh.,3,10,-7,21,0.33521875841850524,Hofstra,Howard,3,4,0,0,NA,401178521,2019-11-24,
31,1,6:06,2166,2166,Marianne Kalin made Jumper. Assisted by Sorelle Ineza.,5,10,-5,18,0.37896441666971914,Hofstra,Howard,3,4,0,0,NA,401178521,2019-11-24,Hofstra
32,1,5:48,2148,2148,Ayonna Williams missed Three Point Jumper.,5,10,-5,3,0.3779726215901391,Hofstra,Howard,3,4,0,0,NA,401178521,2019-11-24,
