game_id,away,home,away_rank,home_rank,away_score,home_score,date
400926005,Mississippi State,Maine,10,NA,87,43,2016-11-12
400912225,Albany,Kentucky,NA,19,46,70,2016-11-12
400926003,UAB,DePaul,NA,21,80,90,2016-11-12
400911053,Charleston Southern,West Virginia,NA,22,38,88,2016-11-12
400911266,Tennessee State,Xavier,NA,NA,54,63,2016-11-12
400913146,Toledo,Texas A&M-CC,NA,NA,76,60,2016-11-12
400913148,Malone University,Akron,NA,NA,52,63,2016-11-12
400911944,Mt. St. Mary's,Pittsburgh,NA,NA,54,89,2016-11-12
400912224,UT Rio Grande Valley,Nebraska,NA,NA,53,71,2016-11-12
400912321,Cleveland State,Evansville,NA,NA,66,62,2016-11-12
400917245,Wagner,NJIT,NA,NA,45,68,2016-11-12
400921463,Louisiana,McNeese,NA,NA,77,70,2016-11-12
400911632,Grambling,Tulane,NA,NA,56,79,2016-11-12
400914469,Harvard,Minnesota,NA,NA,87,103,2016-11-12
400913361,Montana State,Utah,NA,NA,64,74,2016-11-12
400914033,Brevard College,UNC Greensboro,NA,NA,34,77,2016-11-12
400912736,Fairleigh Dickinson,New Mexico,NA,NA,56,83,2016-11-12
400926006,Villanova,Purdue,NA,NA,58,44,2016-11-12
400914781,Nicholls,Gonzaga,NA,NA,46,78,2016-11-12
400913147,Georgia State,Eastern Michigan,NA,NA,59,69,2016-11-12
400921049,Spring Hill,Southern,NA,NA,53,68,2016-11-12
400920321,Army,LIU Brooklyn,NA,NA,68,47,2016-11-12
400920105,Defiance,Purdue Fort Wayne,NA,NA,58,76,2016-11-12
400911945,Wofford,NC State,NA,NA,40,80,2016-11-12
400912307,Valparaiso,Stetson,NA,NA,75,87,2016-11-12
400926004,Appalachian State,Gardner-Webb,NA,NA,72,67,2016-11-12
400920106,Dickinson State,North Dakota State,NA,NA,63,70,2016-11-12
400913360,Antelope Valley,Southern Utah,NA,NA,50,85,2016-11-12
