game_id,away,home,away_rank,home_rank,away_score,home_score,date
400995550,Memphis,UConn,NA,1,49,97,2017-12-31
400995026,Notre Dame,Wake Forest,2,NA,96,73,2017-12-31
400995031,Louisville,NC State,3,NA,55,47,2017-12-31
400987862,Texas A&M,South Carolina,22,4,59,61,2017-12-31
400987722,Mississippi State,Georgia,5,NA,86,62,2017-12-31
400994011,Texas Tech,Baylor,NA,6,49,97,2017-12-31
400987747,Tennessee,Kentucky,7,NA,63,49,2017-12-31
400994152,West Virginia,Texas,9,8,58,79,2017-12-31
400994440,Washington,Oregon,NA,10,83,94,2017-12-31
400994438,UCLA,California,11,20,82,46,2017-12-31
400993603,Indiana,Ohio State,NA,12,70,85,2017-12-31
400995027,North Carolina,Florida State,NA,13,65,103,2017-12-31
400995024,Duke,Miami,14,NA,48,51,2017-12-31
400993653,Maryland,Penn State,15,NA,69,65,2017-12-31
400987594,Missouri,Alabama,16,NA,62,56,2017-12-31
400994437,Washington State,Oregon State,NA,17,53,71,2017-12-31
400993630,Michigan,Iowa,21,23,72,82,2017-12-31
400994061,Kansas State,Oklahoma State,NA,24,68,76,2017-12-31
400995549,Tulane,South Florida,NA,25,46,75,2017-12-31
400995251,Cornell,UMass Lowell,NA,NA,71,53,2017-12-31
400996080,Robert Morris,Sacred Heart,NA,NA,91,57,2017-12-31
400995977,Mt. St. Mary's,Bryant,NA,NA,68,63,2017-12-31
400997114,Charleston,Towson,NA,NA,80,67,2017-12-31
400997206,UT Arlington,Appalachian State,NA,NA,64,60,2017-12-31
400998754,Bradley,Illinois State,NA,NA,62,42,2017-12-31
400995025,Chicago State,Pittsburgh,NA,NA,49,87,2017-12-31
400996983,Texas State,Coastal Carolina,NA,NA,64,65,2017-12-31
400997765,Toledo,Ohio,NA,NA,61,78,2017-12-31
400997115,James Madison,Northeastern,NA,NA,60,57,2017-12-31
400995995,Wagner,Central Connecticut,NA,NA,56,59,2017-12-31
400996193,Dayton,La Salle,NA,NA,76,47,2017-12-31
400996194,UMass,Duquesne,NA,NA,57,60,2017-12-31
400995181,Dartmouth,Binghamton,NA,NA,64,80,2017-12-31
400995685,Brown,Howard,NA,NA,85,81,2017-12-31
400996017,St. Francis (PA),Fairleigh Dickinson,NA,NA,80,56,2017-12-31
400996932,Georgia State,Troy,NA,NA,86,90,2017-12-31
400996195,VCU,Saint Joseph's,NA,NA,41,79,2017-12-31
400996196,George Washington,Fordham,NA,NA,50,61,2017-12-31
400996197,Richmond,Rhode Island,NA,NA,74,53,2017-12-31
400996198,Davidson,George Mason,NA,NA,61,74,2017-12-31
400997116,Hofstra,Drexel,NA,NA,38,47,2017-12-31
400997117,William & Mary,UNC Wilmington,NA,NA,66,53,2017-12-31
400998004,SE Louisiana,Central Arkansas,NA,NA,47,63,2017-12-31
400998136,Lees McRae,UNC Greensboro,NA,NA,62,78,2017-12-31
400998583,Brevard College,Western Carolina,NA,NA,34,79,2017-12-31
400998752,Missouri State,Evansville,NA,NA,95,65,2017-12-31
400998753,Southern Illinois,Indiana State,NA,NA,64,45,2017-12-31
400997005,Louisiana,Arkansas State,NA,NA,77,75,2017-12-31
400995028,Clemson,Georgia Tech,NA,NA,33,66,2017-12-31
400995029,Syracuse,Virginia,NA,NA,63,68,2017-12-31
400995030,Boston College,Virginia Tech,NA,NA,58,89,2017-12-31
400995299,Stony Brook,Harvard,NA,NA,53,60,2017-12-31
400994712,Quinnipiac,Manhattan,NA,NA,80,64,2017-12-31
400994436,Arizona State,Utah,NA,NA,83,81,2017-12-31
400993388,Savannah State,Jacksonville,NA,NA,46,74,2017-12-31
400993816,Wisconsin,Purdue,NA,NA,35,57,2017-12-31
400996958,Georgia Southern,South Alabama,NA,NA,52,79,2017-12-31
400994439,Arizona,Colorado,NA,NA,60,79,2017-12-31
400993723,Nebraska,Minnesota,NA,NA,79,74,2017-12-31
400994037,Oklahoma,Iowa State,NA,NA,74,69,2017-12-31
400994084,TCU,Kansas,NA,NA,77,86,2017-12-31
400993576,Northwestern,Illinois,NA,NA,74,59,2017-12-31
400987623,Ole Miss,Arkansas,NA,NA,72,73,2017-12-31
400996199,St. Bonaventure,Saint Louis,NA,NA,55,78,2017-12-31
400997049,UL Monroe,Little Rock,NA,NA,37,57,2017-12-31
400998755,Loyola Chicago,Drake,NA,NA,46,72,2017-12-31
400998756,Valparaiso,Northern Iowa,NA,NA,56,77,2017-12-31
400996509,West New Mexico,New Mexico State,NA,NA,60,89,2017-12-31
400995653,UC Irvine,CSU Bakersfield,NA,NA,72,59,2017-12-31
400987668,Florida,Auburn,NA,NA,55,84,2017-12-31
400987768,Vanderbilt,LSU,NA,NA,65,85,2017-12-31
400993679,Rutgers,Michigan State,NA,NA,61,58,2017-12-31
400994441,USC,Stanford,NA,NA,65,72,2017-12-31
