game_id,away,home,away_rank,home_rank,away_score,home_score,date
401177201,Oregon,Long Beach State,3,NA,81,45,2019-12-14
401172098,Utah State,Oregon State,NA,4,46,75,2019-12-14
401177606,Alabama State,DePaul,NA,16,76,105,2019-12-14
401174116,Texas Southern,Gonzaga,NA,17,45,80,2019-12-14
401177291,Appalachian State,Michigan,NA,24,35,62,2019-12-14
401178682,Toledo,Detroit Mercy,NA,NA,82,64,2019-12-14
401169252,Arkansas State,Memphis,NA,NA,50,78,2019-12-14
401174267,NJIT,Vermont,NA,NA,59,65,2019-12-14
401175426,Hartford,Northeastern,NA,NA,47,60,2019-12-14
401177109,Nevada,Utah,NA,NA,62,68,2019-12-14
401177308,Oral Roberts,Nebraska,NA,NA,67,77,2019-12-14
401178683,Bowling Green,Milwaukee,NA,NA,63,51,2019-12-14
401177631,Rider,Georgetown,NA,NA,65,64,2019-12-14
401178120,Southern,Fordham,NA,NA,52,65,2019-12-14
401175305,St. Francis (BKN),Albany,NA,NA,49,41,2019-12-14
401174015,Kansas State,UMKC,NA,NA,74,67,2019-12-14
401169253,Cincinnati,Xavier,NA,NA,85,78,2019-12-14
401169251,Wichita State,Creighton,NA,NA,46,56,2019-12-14
401179108,Mt. St. Mary's,Maryland-Eastern Shore,NA,NA,76,78,2019-12-14
401179109,Holy Cross,Sacred Heart,NA,NA,65,52,2019-12-14
401179326,Schreiner,Abilene Christian,NA,NA,37,110,2019-12-14
401179535,Chicago State,Western Michigan,NA,NA,69,90,2019-12-14
401179452,St Thomas University-Houston,Incarnate Word,NA,NA,52,74,2019-12-14
401177275,North Carolina Central,Iowa,NA,NA,50,102,2019-12-14
401178966,Central Michigan,South Dakota State,NA,NA,79,74,2019-12-14
401177331,Penn State,Princeton,NA,NA,55,72,2019-12-14
401176140,Austin Peay,Alabama A&M,NA,NA,67,61,2019-12-14
401178821,Niagara,Howard,NA,NA,42,91,2019-12-14
401177071,Mississippi Valley State,Colorado State,NA,NA,46,65,2019-12-14
401177392,La Verne,San José State,NA,NA,62,128,2019-12-14
401172096,New Mexico,Arizona State,NA,NA,47,84,2019-12-14
401174031,Utah Valley,BYU,NA,NA,57,71,2019-12-14
401176116,Middle Tennessee,Belmont,NA,NA,57,68,2019-12-14
401177402,UNLV,USC,NA,NA,54,75,2019-12-14
401174571,Sacramento State,San Francisco,NA,NA,82,87,2019-12-14
401173861,UC Santa Barbara,CSU Bakersfield,NA,NA,62,66,2019-12-14
401173979,Warner Pacific College,Seattle U,NA,NA,47,89,2019-12-14
401179516,Tougaloo,New Orleans,NA,NA,69,91,2019-12-14
401179367,South Carolina State,South Carolina Upstate,NA,NA,47,58,2019-12-14
401166997,Southeast Missouri State,Ole Miss,NA,NA,70,53,2019-12-14
401174268,Liberty,Hampton,NA,NA,83,59,2019-12-14
401172097,Santa Clara,California,NA,NA,65,69,2019-12-14
