play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:50,2390,2390,Barbara Johnson missed Layup.,0,0,0,3,0.5,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,NA
2,1,9:47,2387,2387,Barbara Johnson Offensive Rebound.,0,0,0,1,0.5,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
3,1,9:46,2386,2386,Barbara Johnson missed Layup.,0,0,0,0,0.5,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
4,1,9:46,2386,2386,Alisha Kebbe Block.,0,0,0,4,0.5,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
5,1,9:42,2382,2382,Alissa Alston Defensive Rebound.,0,0,0,0,0.5,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
6,1,9:42,2382,2382,Foul on Desiree Elmore.,0,0,0,0,0.5,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
7,1,9:42,2382,2382,Alissa Alston made Free Throw.,0,1,-1,3,0.4777533614890843,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,St. John's
8,1,9:39,2379,2379,Alissa Alston missed Free Throw.,0,1,-1,1,0.47772134720514375,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
9,1,9:38,2378,2378,Alisha Kebbe Offensive Rebound.,0,1,-1,8,0.47771066113692756,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
10,1,9:30,2370,2370,Alissa Alston missed Three Point Jumper.,0,1,-1,4,0.4776249128627064,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
11,1,9:26,2366,2366,Alexis Lewis Defensive Rebound.,0,1,-1,12,0.4775818683145915,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
12,1,9:14,2354,2354,Foul on Barbara Johnson.,0,1,-1,0,0.4774520732691912,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
13,1,9:14,2354,2354,Barbara Johnson Turnover.,0,1,-1,27,0.4774520732691912,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
14,1,8:47,2327,2327,Alisha Kebbe made Layup.,0,3,-3,15,0.43184888909472174,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,St. John's
15,1,8:32,2312,2312,Foul on Alisha Kebbe.,0,3,-3,0,0.43135902971555484,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
16,1,8:32,2312,2312,Shadeen Samuels missed Free Throw.,0,3,-3,0,0.43135902971555484,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
17,1,8:32,2312,2312,Seton Hall Deadball Team Rebound.,0,3,-3,2,0.43135902971555484,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
18,1,8:30,2310,2310,Shadeen Samuels missed Free Throw.,0,3,-3,1,0.4312934407667506,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
19,1,8:29,2309,2309,Emma Nolan Defensive Rebound.,0,3,-3,8,0.4312606227927021,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
20,1,8:21,2301,2301,Alisha Kebbe made Layup. Assisted by Alissa Alston.,0,5,-5,28,0.38628132252638636,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,St. John's
21,1,7:53,2273,2273,Barbara Johnson made Jumper.,2,5,-3,15,0.4300694234368722,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,Seton Hall
22,1,7:38,2258,2258,Tiana England made Layup.,2,7,-5,21,0.3839798052589381,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,St. John's
23,1,7:17,2237,2237,Alexis Lewis missed Three Point Jumper.,2,7,-5,5,0.38284390138531993,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
24,1,7:12,2232,2232,Shadeen Samuels Offensive Rebound.,2,7,-5,4,0.3825724891629366,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
25,1,7:08,2228,2228,Desiree Elmore missed Layup.,2,7,-5,1,0.3823551169758079,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
26,1,7:07,2227,2227,Alexis Lewis Offensive Rebound.,2,7,-5,0,0.38230074133071335,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
27,1,7:07,2227,2227,Foul on Alisha Kebbe.,2,7,-5,6,0.38230074133071335,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
28,1,7:01,2221,2221,Shadeen Samuels made Layup.,4,7,-3,0,0.42832063468160925,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,Seton Hall
29,1,7:01,2221,2221,Foul on Emma Nolan.,4,7,-3,0,0.42832063468160925,Seton Hall,St. John's,4,4,0,0,NA,401178451,2020-01-26,
