play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:52,2392,2392,Marissa Hamilton missed Three Point Jumper.,0,0,0,3,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,NA
2,1,9:49,2389,2389,Katie Shumate Defensive Rebound.,0,0,0,25,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
3,1,9:24,2364,2364,Foul on Theresa Onwuka.,0,0,0,19,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
4,1,9:05,2345,2345,Lindsey Thall Turnover.,0,0,0,0,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
5,1,9:05,2345,2345,Theresa Onwuka Steal.,0,0,0,4,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
6,1,9:01,2341,2341,Theresa Onwuka missed Layup.,0,0,0,3,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
7,1,8:58,2338,2338,Clare Kelly Defensive Rebound.,0,0,0,5,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
8,1,8:53,2333,2333,Nila Blackford missed Layup.,0,0,0,2,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
9,1,8:51,2331,2331,Kent State Offensive Rebound.,0,0,0,1,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
10,1,8:50,2330,2330,Asiah Dingle Turnover.,0,0,0,9,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
11,1,8:41,2321,2321,Hanna Hall missed Layup.,0,0,0,0,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
12,1,8:41,2321,2321,Lindsey Thall Block.,0,0,0,0,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
13,1,8:41,2321,2321,Buffalo Offensive Rebound.,0,0,0,15,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
14,1,8:26,2306,2306,Lindsey Thall Defensive Rebound.,0,0,0,13,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
15,1,8:13,2293,2293,Katie Shumate missed Three Point Jumper.,0,0,0,4,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
16,1,8:09,2289,2289,Theresa Onwuka Defensive Rebound.,0,0,0,8,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
17,1,8:01,2281,2281,Elea Gaba missed Jumper.,0,0,0,4,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
18,1,7:57,2277,2277,Adebola Adeyeye Offensive Rebound.,0,0,0,0,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
19,1,7:57,2277,2277,Adebola Adeyeye missed Layup.,0,0,0,2,0.5,Kent State,Buffalo,4,4,0,0,NA,401179019,2020-01-25,
