game_id,away,home,away_rank,home_rank,away_score,home_score,date
400914450,Michigan,Purdue,21,NA,72,62,2017-02-08
400911792,South Florida,East Carolina,22,NA,76,66,2017-02-08
400911790,Tulsa,Temple,NA,NA,43,70,2017-02-08
400922065,Tennessee Tech,Tennessee State,NA,NA,72,59,2017-02-08
400920190,Western Illinois,North Dakota State,NA,NA,87,60,2017-02-08
400921602,Lehigh,Bucknell,NA,NA,54,73,2017-02-08
400921603,Navy,Loyola (MD),NA,NA,55,43,2017-02-08
400921600,Colgate,Army,NA,NA,47,57,2017-02-08
400921601,American,Boston University,NA,NA,62,71,2017-02-08
400921753,Stephen F. Austin,Nicholls,NA,NA,82,77,2017-02-08
400921894,Jacksonville State,Belmont,NA,NA,52,61,2017-02-08
400921913,Eastern Illinois,UT Martin,NA,NA,72,74,2017-02-08
400913304,Toledo,Western Michigan,NA,NA,72,66,2017-02-08
400914363,Indiana,Rutgers,NA,NA,63,52,2017-02-08
400914478,Minnesota,Penn State,NA,NA,66,77,2017-02-08
400917322,Kennesaw State,NJIT,NA,NA,66,56,2017-02-08
400917323,North Florida,Florida Gulf Coast,NA,NA,46,69,2017-02-08
400917324,Lipscomb,South Carolina Upstate,NA,NA,75,89,2017-02-08
400911791,Houston,UCF,NA,NA,59,85,2017-02-08
400912507,Jacksonville,Stetson,NA,NA,47,57,2017-02-08
400912697,Davidson,George Mason,NA,NA,55,59,2017-02-08
400912698,Richmond,Dayton,NA,NA,39,55,2017-02-08
400912699,George Washington,Rhode Island,NA,NA,72,44,2017-02-08
400913300,Akron,Miami (OH),NA,NA,49,54,2017-02-08
400913301,Bowling Green,Ball State,NA,NA,70,91,2017-02-08
400913302,Eastern Michigan,Kent State,NA,NA,65,83,2017-02-08
400921604,Lafayette,Holy Cross,NA,NA,85,70,2017-02-08
400922009,SIU-Edwardsville,Southeast Missouri State,NA,NA,74,78,2017-02-08
400921830,Texas A&M-CC,SE Louisiana,NA,NA,69,53,2017-02-08
400920978,Abilene Christian,Central Arkansas,NA,NA,70,80,2017-02-08
400913303,Central Michigan,Northern Illinois,NA,NA,109,94,2017-02-08
400911170,Oklahoma State,Kansas,NA,NA,49,67,2017-02-08
400911171,Texas Tech,TCU,NA,NA,62,76,2017-02-08
400912700,VCU,Saint Louis,NA,NA,72,77,2017-02-08
400920189,Oral Roberts,South Dakota State,NA,NA,35,82,2017-02-08
400912856,Nevada,UNLV,NA,NA,41,60,2017-02-08
400912858,Air Force,New Mexico,NA,NA,64,81,2017-02-08
400912859,Colorado State,Utah State,NA,NA,48,55,2017-02-08
400920188,IUPUI,Denver,NA,NA,67,45,2017-02-08
400912857,San José State,San Diego State,NA,NA,99,90,2017-02-08
400912860,Wyoming,Fresno State,NA,NA,47,52,2017-02-08
400911571,UC Riverside,Hawai'i,NA,NA,79,59,2017-02-08
