game_id,away,home,away_rank,home_rank,away_score,home_score,date
401119668,Florida,Ole Miss,NA,NA,64,57,2019-03-06
401119693,Boston College,Virginia,NA,NA,61,77,2019-03-06
401119737,Wisconsin,Penn State,NA,NA,65,57,2019-03-06
401119669,Vanderbilt,Alabama,NA,NA,57,74,2019-03-06
401121305,Southeast Missouri State,Belmont,NA,NA,65,74,2019-03-06
401119694,Wake Forest,Virginia Tech,NA,NA,63,85,2019-03-06
401121306,Jacksonville State,Morehead State,NA,NA,60,77,2019-03-06
401119738,Illinois,Purdue,NA,NA,60,72,2019-03-06
401093541,Lehigh,Holy Cross,NA,NA,79,74,2019-03-06
401093542,Army,Bucknell,NA,NA,66,84,2019-03-06
401095872,Campbell,South Carolina Upstate,NA,NA,59,49,2019-03-06
401095911,Presbyterian,Gardner-Webb,NA,NA,62,67,2019-03-06
401119695,Pittsburgh,Duke,NA,NA,64,86,2019-03-06
401121436,Milwaukee,Youngstown State,NA,NA,58,64,2019-03-06
401121541,New Hampshire,Maine,NA,NA,36,69,2019-03-06
401121542,Binghamton,Albany,NA,NA,56,61,2019-03-06
401121543,UMBC,Hartford,NA,NA,48,65,2019-03-06
401121544,Vermont,Stony Brook,NA,NA,58,69,2019-03-06
401095926,Hampton,Radford,NA,NA,59,84,2019-03-06
401095941,UNC Asheville,High Point,NA,NA,81,82,2019-03-06
401095893,Winthrop,Charleston Southern,NA,NA,57,67,2019-03-06
401092162,Kent State,Akron,NA,NA,65,55,2019-03-06
401093543,Navy,American,NA,NA,44,69,2019-03-06
401093544,Loyola (MD),Boston University,NA,NA,59,55,2019-03-06
401093545,Colgate,Lafayette,NA,NA,77,67,2019-03-06
401094193,Ball State,Northern Illinois,NA,NA,67,64,2019-03-06
401094194,Bowling Green,Buffalo,NA,NA,61,75,2019-03-06
401094195,Western Michigan,Central Michigan,NA,NA,57,88,2019-03-06
401094196,Ohio,Miami (OH),NA,NA,70,66,2019-03-06
401094197,Toledo,Eastern Michigan,NA,NA,70,67,2019-03-06
401095963,Abilene Christian,Stephen F. Austin,NA,NA,48,65,2019-03-06
401096171,Houston Baptist,Incarnate Word,NA,NA,67,52,2019-03-06
401096353,Nicholls,Northwestern State,NA,NA,89,67,2019-03-06
401096417,SE Louisiana,New Orleans,NA,NA,45,46,2019-03-06
401096331,McNeese,Texas A&M-CC,NA,NA,51,62,2019-03-06
401121435,Cleveland State,Green Bay,NA,NA,30,73,2019-03-06
401096033,Sam Houston State,Central Arkansas,NA,NA,71,59,2019-03-06
401092795,Cal Poly,UC Davis,NA,NA,54,87,2019-03-06
401092796,UC Irvine,CSU Northridge,NA,NA,58,68,2019-03-06
