game_id,away,home,away_rank,home_rank,away_score,home_score,date
400905234,Iowa State,Texas,NA,6,70,66,2017-02-24
400914008,Stanford,Oregon State,8,10,47,50,2017-02-24
400914005,UCLA,Arizona,15,NA,79,56,2017-02-24
400911395,Villanova,DePaul,NA,19,50,77,2017-02-24
400912470,Northern Iowa,Drake,NA,21,57,70,2017-02-24
400920752,Green Bay,Wright State,NA,NA,58,51,2017-02-24
400920784,Milwaukee,Northern Kentucky,NA,NA,51,72,2017-02-24
400920849,Dartmouth,Brown,NA,NA,92,88,2017-02-24
400920921,Harvard,Yale,NA,NA,52,57,2017-02-24
400920583,Northeastern,Charleston,NA,NA,86,75,2017-02-24
400920620,Elon,Delaware,NA,NA,57,48,2017-02-24
400920651,James Madison,Drexel,NA,NA,74,64,2017-02-24
400920665,Towson,Hofstra,NA,NA,59,56,2017-02-24
400920682,UNC Wilmington,William & Mary,NA,NA,52,58,2017-02-24
400913855,Siena,Saint Peter's,NA,NA,76,60,2017-02-24
400913856,Niagara,Rider,NA,NA,41,62,2017-02-24
400913857,Monmouth,Manhattan,NA,NA,63,50,2017-02-24
400911393,Creighton,Xavier,NA,NA,67,57,2017-02-24
400911394,Providence,Butler,NA,NA,64,58,2017-02-24
400912466,Illinois State,Southern Illinois,NA,NA,48,57,2017-02-24
400920864,Columbia,Princeton,NA,NA,54,78,2017-02-24
400920880,Cornell,Pennsylvania,NA,NA,34,47,2017-02-24
400912468,Loyola Chicago,Wichita State,NA,NA,43,65,2017-02-24
400912469,Bradley,Evansville,NA,NA,71,73,2017-02-24
400911396,Georgetown,Marquette,NA,NA,70,80,2017-02-24
400912467,Indiana State,Missouri State,NA,NA,63,73,2017-02-24
400914006,California,Oregon,NA,NA,55,49,2017-02-24
400914007,USC,Arizona State,NA,NA,62,69,2017-02-24
