game_id,away,home,away_rank,home_rank,away_score,home_score,date
400912574,Tennessee,East Tennessee State,13,NA,83,58,2016-11-15
400911060,Howard,West Virginia,NA,21,49,95,2016-11-15
400911640,Cincinnati,Bowling Green,NA,NA,68,58,2016-11-15
400921982,Alice Lloyd College,Morehead State,NA,NA,42,92,2016-11-15
400921069,Nicholls,Prairie View A&M,NA,NA,67,69,2016-11-15
400913570,James Madison,Liberty,NA,NA,62,48,2016-11-15
400913153,Rhode Island,Toledo,NA,NA,50,65,2016-11-15
400914181,South Wesleyan,Charleston Southern,NA,NA,57,80,2016-11-15
400921355,St. Augustine,Norfolk State,NA,NA,59,99,2016-11-15
400914422,Minnesota,VCU,NA,NA,79,69,2016-11-15
400912931,Florida A&M,Marshall,NA,NA,67,77,2016-11-15
400917451,Maine,Harvard,NA,NA,62,69,2016-11-15
400911272,Seton Hall,Marist,NA,NA,76,63,2016-11-15
400913152,Miami (OH),Northern Kentucky,NA,NA,60,50,2016-11-15
400911639,North Florida,South Florida,NA,NA,42,78,2016-11-15
400912930,Florida International,Florida Gulf Coast,NA,NA,42,89,2016-11-15
400911956,Longwood,Duke,NA,NA,48,105,2016-11-15
400914455,Southern,Michigan State,NA,NA,55,70,2016-11-15
400917249,Saint Joseph's College Brooklyn,NJIT,NA,NA,53,87,2016-11-15
400921392,North Carolina Central,Coastal Carolina,NA,NA,50,66,2016-11-15
400921477,Grambling,UL Monroe,NA,NA,59,54,2016-11-15
400921512,Alabama State,Savannah State,NA,NA,39,54,2016-11-15
400914297,George Mason,LIU Brooklyn,NA,NA,64,48,2016-11-15
400913696,Loyola (MD),Fairfield,NA,NA,57,58,2016-11-15
400913697,Yale,Manhattan,NA,NA,57,63,2016-11-15
400920338,Morgan State,Mt. St. Mary's,NA,NA,50,65,2016-11-15
400920501,Staten Island,Wagner,NA,NA,60,62,2016-11-15
400921687,Lane College,Jackson State,NA,NA,52,57,2016-11-15
400911059,Sam Houston State,TCU,NA,NA,37,81,2016-11-15
400905210,Northern Iowa,Iowa State,NA,NA,68,76,2016-11-15
400911061,Tennessee State,Oklahoma State,NA,NA,48,86,2016-11-15
400911271,St. Francis (PA),Marquette,NA,NA,91,104,2016-11-15
400913638,Incarnate Word,Texas State,NA,NA,50,67,2016-11-15
400921650,Howard Payne,Abilene Christian,NA,NA,52,87,2016-11-15
400922542,Blue Mountain College,New Orleans,NA,NA,37,75,2016-11-15
400912325,UMKC,Wichita State,NA,NA,56,54,2016-11-15
400912744,New Mexico State,New Mexico,NA,NA,55,84,2016-11-15
400911641,Houston,UNLV,NA,NA,53,64,2016-11-15
400913366,Providence (MT),Montana,NA,NA,55,66,2016-11-15
400914483,Seattle U,San Francisco,NA,NA,59,73,2016-11-15
400913365,Southern Utah,CSU Bakersfield,NA,NA,65,59,2016-11-15
400911425,Pepperdine,UC Santa Barbara,NA,NA,57,66,2016-11-15
400912745,Utah,Fresno State,NA,NA,65,55,2016-11-15
