game_id,away,home,away_rank,home_rank,away_score,home_score,date
400913738,Saint Peter's,Maryland,NA,4,49,101,2016-12-08
400911855,Florida,Florida State,23,7,58,83,2016-12-08
400912781,Colorado State,Colorado,NA,18,56,74,2016-12-08
400911111,UT Rio Grande Valley,Oklahoma,NA,19,59,92,2016-12-08
400912045,Elon,Duke,NA,21,61,68,2016-12-08
400912494,Warner University,Stetson,NA,NA,34,100,2016-12-08
400914072,Western Carolina,Radford,NA,NA,39,67,2016-12-08
400920590,Brown,Vermont,NA,NA,62,50,2016-12-08
400912372,Clarke College,Drake,NA,NA,43,118,2016-12-08
400911483,CSU Fullerton,Eastern Washington,NA,NA,67,84,2016-12-08
400913737,Monmouth,Sacred Heart,NA,NA,65,54,2016-12-08
400913739,Rider,Lehigh,NA,NA,75,68,2016-12-08
400912985,UAB,Samford,NA,NA,49,52,2016-12-08
400913197,Buffalo,Canisius,NA,NA,65,52,2016-12-08
400913198,Purdue,Ball State,NA,NA,58,42,2016-12-08
400912596,Vanderbilt,East Tennessee State,NA,NA,80,72,2016-12-08
400911322,George Mason,Georgetown,NA,NA,56,69,2016-12-08
400911323,Xavier,Wake Forest,NA,NA,45,58,2016-12-08
400920691,Towson,Colgate,NA,NA,71,76,2016-12-08
400914349,Northern Kentucky,Indiana,NA,NA,49,100,2016-12-08
400914374,Michigan State,Rhode Island,NA,NA,85,48,2016-12-08
400917373,Mississippi Valley State,Wisconsin,NA,NA,61,103,2016-12-08
400911110,Texas A&M,TCU,NA,NA,75,67,2016-12-08
400913891,Washington State,Gonzaga,NA,NA,61,79,2016-12-08
400914471,Army,Minnesota,NA,NA,52,70,2016-12-08
400913422,Sacramento State,California,NA,NA,73,97,2016-12-08
