play_id,period,time_remaining_period,secs_remaining,secs_remaining_absolute,description,home_score,away_score,score_diff,play_length,win_prob,home,away,home_time_out_remaining,away_time_out_remaining,home_timeout_ind,away_timeout_ind,home_favored_by,game_id,date,whichScored
1,1,9:45,2385,2385,Alexis Jones missed Three Point Jumper.,0,0,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,NA
2,1,9:45,2385,2385,Iowa State Defensive Rebound.,0,0,0,14,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
3,1,9:31,2371,2371,Seanna Johnson missed Jumper.,0,0,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
4,1,9:31,2371,2371,Alexis Prince Defensive Rebound.,0,0,0,10,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
5,1,9:21,2361,2361,Kalani Brown Turnover.,0,0,0,17,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
6,1,9:04,2344,2344,Jadda Buckley made Three Point Jumper. Assisted by Heather Bowe.,3,0,3,15,0.5676005697509393,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Iowa State
7,1,8:49,2329,2329,Kristy Wallace made Three Point Jumper. Assisted by Kalani Brown.,3,3,0,18,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Baylor
8,1,8:31,2311,2311,Emily Durr missed Three Point Jumper.,3,3,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
9,1,8:31,2311,2311,Nina Davis Defensive Rebound.,3,3,0,10,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
10,1,8:21,2301,2301,Alexis Jones missed Jumper.,3,3,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
11,1,8:21,2301,2301,Bridget Carleton Defensive Rebound.,3,3,0,21,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
12,1,8:00,2280,2280,Heather Bowe missed Three Point Jumper.,3,3,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
13,1,8:00,2280,2280,Kristy Wallace Defensive Rebound.,3,3,0,12,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
14,1,7:48,2268,2268,Foul on Heather Bowe.,3,3,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
15,1,7:48,2268,2268,Kalani Brown missed Free Throw.,3,3,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
16,1,7:48,2268,2268,Baylor Deadball Team Rebound.,3,3,0,0,0.5,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
17,1,7:48,2268,2268,Kalani Brown made Free Throw.,3,4,-1,15,0.476496618581436,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Baylor
18,1,7:33,2253,2253,Heather Bowe Turnover.,3,4,-1,13,0.4763261811960912,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
19,1,7:20,2240,2240,Alexis Jones made Jumper.,3,6,-3,0,0.4289629084724894,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Baylor
20,1,7:20,2240,2240,Foul on Emily Durr.,3,6,-3,0,0.4289629084724894,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
21,1,7:20,2240,2240,Alexis Jones made Free Throw.,3,7,-4,30,0.40577844028351323,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Baylor
22,1,6:50,2210,2210,Jadda Buckley missed Jumper.,3,7,-4,0,0.4044458193214133,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
23,1,6:50,2210,2210,Jadda Buckley Offensive Rebound.,3,7,-4,3,0.4044458193214133,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
24,1,6:47,2207,2207,Heather Bowe made Jumper.,5,7,-2,13,0.451709740701574,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Iowa State
25,1,6:34,2194,2194,Alexis Jones made Layup.,5,9,-4,17,0.4037314022521331,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Baylor
26,1,6:17,2177,2177,Seanna Johnson made Layup.,7,9,-2,22,0.45101950016707304,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Iowa State
27,1,5:55,2155,2155,Alexis Prince missed Jumper.,7,9,-2,0,0.4505106076857768,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
28,1,5:55,2155,2155,Nina Davis Offensive Rebound.,7,9,-2,10,0.4505106076857768,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
29,1,5:45,2145,2145,Kristy Wallace made Jumper.,7,11,-4,32,0.4015300158158299,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Baylor
30,1,5:13,2113,2113,Jadda Buckley made Jumper. Assisted by Bridget Carleton.,9,11,-2,0,0.4495285832053535,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Iowa State
31,1,5:13,2113,2113,Foul on Kristy Wallace.,9,11,-2,0,0.4495285832053535,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,
32,1,5:13,2113,2113,Jadda Buckley made Free Throw.,10,11,-1,8,0.47469967745685804,Iowa State,Baylor,4,4,0,0,NA,400905170,2017-02-01,Iowa State
