game_id,away,home,away_rank,home_rank,away_score,home_score,date
400944536,Vanderbilt,Alabama,NA,NA,57,77,2017-03-01
400944537,Arkansas,Florida,NA,NA,61,71,2017-03-01
400944522,Clemson,Virginia Tech,NA,NA,67,66,2017-03-01
400944528,Nebraska,Illinois,NA,NA,70,79,2017-03-01
400944403,Southeast Missouri State,Belmont,NA,NA,59,74,2017-03-01
400913544,Northern Colorado,Portland State,NA,NA,57,50,2017-03-01
400944523,Boston College,Georgia Tech,NA,NA,67,71,2017-03-01
400944529,Rutgers,Wisconsin,NA,NA,55,61,2017-03-01
400944404,Eastern Kentucky,Morehead State,NA,NA,73,67,2017-03-01
400921630,Lafayette,Bucknell,NA,NA,61,78,2017-03-01
400921666,Incarnate Word,Abilene Christian,NA,NA,45,68,2017-03-01
400944524,North Carolina,Pittsburgh,NA,NA,72,60,2017-03-01
400921631,American,Navy,NA,NA,44,60,2017-03-01
400921632,Boston University,Army,NA,NA,66,62,2017-03-01
400921633,Colgate,Lehigh,NA,NA,74,83,2017-03-01
400920585,Charleston,James Madison,NA,NA,60,74,2017-03-01
400920621,Towson,Delaware,NA,NA,59,75,2017-03-01
400920637,UNC Wilmington,Elon,NA,NA,48,82,2017-03-01
400920653,Drexel,William & Mary,NA,NA,65,74,2017-03-01
400920666,Hofstra,Northeastern,NA,NA,46,52,2017-03-01
400913334,Bowling Green,Ohio,NA,NA,68,79,2017-03-01
400913335,Buffalo,Akron,NA,NA,81,55,2017-03-01
400913336,Kent State,Miami (OH),NA,NA,78,51,2017-03-01
400913337,Ball State,Eastern Michigan,NA,NA,64,54,2017-03-01
400913338,Central Michigan,Western Michigan,NA,NA,94,73,2017-03-01
400921634,Loyola (MD),Holy Cross,NA,NA,56,37,2017-03-01
400921685,Houston Baptist,Texas A&M-CC,NA,NA,51,68,2017-03-01
400921731,Nicholls,Lamar,NA,NA,77,81,2017-03-01
400911595,CSU Fullerton,Cal Poly,NA,NA,57,73,2017-03-01
400913339,Toledo,Northern Illinois,NA,NA,79,75,2017-03-01
400913545,Northern Arizona,Idaho,NA,NA,76,61,2017-03-01
400913547,Idaho State,Montana State,NA,NA,67,73,2017-03-01
400913548,Weber State,Montana,NA,NA,46,71,2017-03-01
400913546,Southern Utah,Eastern Washington,NA,NA,64,63,2017-03-01
400913549,North Dakota,Sacramento State,NA,NA,92,78,2017-03-01
