game_id,away,home,away_rank,home_rank,away_score,home_score,date
400987785,Oregon,Mississippi State,9,5,79,90,2017-12-13
400994008,McNeese,Baylor,NA,6,34,95,2017-12-13
400994150,Northwestern State,Texas,NA,8,44,68,2017-12-13
400994409,Savannah State,Oregon State,NA,17,36,84,2017-12-13
400998502,Milligan,Longwood,NA,NA,56,66,2017-12-13
400993720,Cal Poly,Minnesota,NA,NA,68,112,2017-12-13
400996491,Seattle U,Montana,NA,NA,78,64,2017-12-13
400998955,Southern,Bethune-Cookman,NA,NA,56,68,2017-12-13
400993827,Princeton,Rutgers,NA,NA,50,70,2017-12-13
400994163,Prairie View A&M,Texas Tech,NA,NA,60,89,2017-12-13
400995517,UCF,Boston University,NA,NA,47,32,2017-12-13
401006151,Columbia International,Charleston Southern,NA,NA,39,91,2017-12-13
400995249,UMass,UMass Lowell,NA,NA,73,63,2017-12-13
400993758,DePaul,Northwestern,NA,NA,92,63,2017-12-13
400997002,Louisiana,SE Louisiana,NA,NA,68,56,2017-12-13
