game_id,away,home,away_rank,home_rank,away_score,home_score,date
400994146,McNeese,Texas,NA,2,34,100,2017-11-15
400993770,Idaho,Ohio State,NA,9,56,99,2017-11-15
400987868,James Madison,Tennessee,NA,13,60,89,2017-11-15
400994343,Utah Valley,Oregon State,NA,18,41,98,2017-11-15
400998593,Brescia,Morehead State,NA,NA,41,120,2017-11-15
400998594,Eastern Kentucky,Western Carolina,NA,NA,62,59,2017-11-15
400994158,Florida A&M,Texas Tech,NA,NA,63,82,2017-11-15
400995737,Butler,Murray State,NA,NA,88,59,2017-11-15
400995459,Tulsa,Little Rock,NA,NA,74,61,2017-11-15
400993844,Chattanooga,Stetson,NA,NA,67,78,2017-11-15
400995245,Columbia,UMass Lowell,NA,NA,70,77,2017-11-15
400996119,Saint Joseph's,Bucknell,NA,NA,77,53,2017-11-15
400997200,East Tennessee State,Appalachian State,NA,NA,70,57,2017-11-15
400994341,Arizona State,Fresno State,NA,NA,81,49,2017-11-15
400994621,Manhattan,Sacred Heart,NA,NA,61,65,2017-11-15
400993786,Penn State,Marshall,NA,NA,80,65,2017-11-15
400997881,Le Tourneau,Houston Baptist,NA,NA,43,88,2017-11-15
400999053,Lincoln PA,Morgan State,NA,NA,41,60,2017-11-15
400998894,Le Moyne-Owen,Alcorn State,NA,NA,54,81,2017-11-15
400999115,NC Wesleyan,Winthrop,NA,NA,50,94,2017-11-15
400997883,Texas State,Incarnate Word,NA,NA,74,33,2017-11-15
400998208,Purdue Fort Wayne,Belmont,NA,NA,42,74,2017-11-15
400998736,Evansville,Alabama A&M,NA,NA,56,70,2017-11-15
400993802,Miami (OH),Purdue,NA,NA,66,75,2017-11-15
400993319,Lipscomb,Ball State,NA,NA,46,84,2017-11-15
400993320,Presbyterian,South Carolina Upstate,NA,NA,83,69,2017-11-15
400993321,Kennesaw State,Georgia Tech,NA,NA,48,86,2017-11-15
400993322,Florida Gulf Coast,Florida International,NA,NA,88,52,2017-11-15
400994622,Siena,Harvard,NA,NA,67,75,2017-11-15
400994623,St. Bonaventure,Canisius,NA,NA,69,71,2017-11-15
400994911,UNC Asheville,NC State,NA,NA,55,87,2017-11-15
400994912,Wake Forest,Richmond,NA,NA,85,81,2017-11-15
400995173,Pennsylvania,Binghamton,NA,NA,72,77,2017-11-15
400997354,Miles,UAB,NA,NA,42,85,2017-11-15
400995460,SE Louisiana,Cincinnati,NA,NA,43,82,2017-11-15
400995461,East Carolina,UNC Wilmington,NA,NA,62,66,2017-11-15
400996120,Davidson,Furman,NA,NA,62,65,2017-11-15
400995278,Boston University,New Hampshire,NA,NA,57,72,2017-11-15
400995303,Norwich,Vermont,NA,NA,31,75,2017-11-15
400997882,LSU Shreveport,Northwestern State,NA,NA,42,62,2017-11-15
400998424,Northern Kentucky,Illinois State,NA,NA,37,49,2017-11-15
400998737,Lincoln MO,Bradley,NA,NA,44,88,2017-11-15
400998595,Stillman,Jacksonville State,NA,NA,38,93,2017-11-15
400998739,Western Michigan,Loyola Chicago,NA,NA,65,47,2017-11-15
400994076,Texas Southern,Kansas,NA,NA,37,72,2017-11-15
400996744,Providence (MT),Montana State,NA,NA,31,66,2017-11-15
400996896,North Dakota,South Dakota State,NA,NA,52,66,2017-11-15
400997355,UT Arlington,UTSA,NA,NA,69,68,2017-11-15
400993544,Chicago State,Illinois,NA,NA,56,66,2017-11-15
400993618,Northern Illinois,Iowa,NA,NA,80,105,2017-11-15
400993831,Green Bay,Wisconsin,NA,NA,67,34,2017-11-15
401001790,UC Merced,Pacific,NA,NA,59,123,2017-11-15
400998738,Central Missouri State,Missouri State,NA,NA,36,62,2017-11-15
400987759,LSU,Northern Colorado,NA,NA,50,58,2017-11-15
400994342,Florida Atlantic,Colorado,NA,NA,69,76,2017-11-15
400997220,Northern New Mexico,New Mexico,NA,NA,66,107,2017-11-15
400996575,Pepperdine,Nevada,NA,NA,77,72,2017-11-15
400994344,BYU,Washington,NA,NA,72,80,2017-11-15
400994345,Washington State,San Francisco,NA,NA,74,70,2017-11-15
