game_id,away,home,away_rank,home_rank,away_score,home_score,date
401166798,TCU,Texas A&M,NA,11,68,70,2019-12-11
401177267,Indiana,Butler,12,NA,64,53,2019-12-11
401166974,Winthrop,Kentucky,NA,14,36,91,2019-12-11
401171177,DePaul,Notre Dame,16,NA,105,94,2019-12-11
401166935,Tulsa,Arkansas,NA,21,41,91,2019-12-11
401167022,Colorado State,Tennessee,NA,23,41,79,2019-12-11
401178119,UMass,Boston University,NA,NA,58,45,2019-12-11
401178680,Marian,Wright State,NA,NA,60,64,2019-12-11
401179741,East Tennessee State,Troy,NA,NA,61,79,2019-12-11
401173860,Westcliff,CSU Bakersfield,NA,NA,44,100,2019-12-11
401178681,Indiana-Northwest,IUPUI,NA,NA,45,103,2019-12-11
401174266,Belmont,Lipscomb,NA,NA,69,68,2019-12-11
401176868,Iowa,Iowa State,NA,NA,75,69,2019-12-11
401180016,Mount Marty College Mount Marty College,South Dakota,NA,NA,39,110,2019-12-11
401180022,Chattanooga,South Dakota State,NA,NA,56,71,2019-12-11
401174089,BYU,Boise State,NA,NA,55,66,2019-12-11
401177377,San Diego,San Diego State,NA,NA,70,47,2019-12-11
